Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
1155,1155,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-01,01Q_B,N,I want a big raise.,,S,Portuguese (Brazilian) Level 5,,20
1156,1156,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-01,01R_B,M,Quero um aumento grande. ,,S,Portuguese (Brazilian) Level 5,,20
1157,1157,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-01,01Q_C,N,I want to live in Brasil.,,S,Portuguese (Brazilian) Level 5,,18
1158,1158,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-01,01R_C,M,Quero morar no Brasil.,,S,Portuguese (Brazilian) Level 5,,18
1159,1159,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-01,01Q_D,N,I want to have two children.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1160,1160,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-01,01R_D,M,Quero ter dois filhos.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1161,1161,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-02,02Q_A,N,I want to have children instead of pets.,,S,Portuguese (Brazilian) Level 5,,5
1162,1162,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-02,02R_A,M,Quero ter filhos em vez de animais de estimação.,,S,Portuguese (Brazilian) Level 5,,5
1163,1163,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-02,02Q_B,N,I want to have pets instead of children.,,S,Portuguese (Brazilian) Level 5,,5
1164,1164,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-02,02R_B,M,Quero ter animais de estimação em vez de filhos.,,S,Portuguese (Brazilian) Level 5,,5
1165,1165,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-02,02Q_C,N,I want to live in Brazil instead of Boston.,,S,Portuguese (Brazilian) Level 5,,18
1166,1166,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-02,02R_C,F,Quero morar no Brasil em vez de Boston.,,S,Portuguese (Brazilian) Level 5,,18
1167,1167,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-02,02Q_D,N,I want to live in Boston instead of Brazil.,,S,Portuguese (Brazilian) Level 5,,18
1168,1168,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-02,02R_D,F,Quero morar em Boston em vez do Brasil.,,S,Portuguese (Brazilian) Level 5,,18
1169,1169,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-03,03Q_A,N,By next year I will have received a big raise.,,S,Portuguese (Brazilian) Level 5,,"17,20"
1170,1170,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-03,03R_A,F,Até o ano que vem terei recebido um aumento grande. ,,S,Portuguese (Brazilian) Level 5,,"17,20"
1171,1171,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-03,03Q_B,N,By the end of next year I will have received a big raise.,,S,Portuguese (Brazilian) Level 5,,"17,20"
1172,1172,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-03,03R_B,F,Até o fim do ano que vem terei recebido um aumento grande.,,S,Portuguese (Brazilian) Level 5,,"17,20"
1173,1173,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-03,03Q_C,N,By next year I will have received a raise.,,S,Portuguese (Brazilian) Level 5,,"17,20"
1174,1174,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-03,03R_C,F,Até o ano que vem terei recebido um aumento. ,,S,Portuguese (Brazilian) Level 5,,"17,20"
1175,1175,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-03,03Q_D,N,By the end of next year I will have received a raise.,,S,Portuguese (Brazilian) Level 5,,"17,20"
1176,1176,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-03,03R_D,M,Até o fim do ano que vem terei recebido um aumento.,,S,Portuguese (Brazilian) Level 5,,"17,20"
1177,1177,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-04,04Q_A,N,I always dreamed about living in France.,,S,Portuguese (Brazilian) Level 5,,18
1178,1178,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-04,04R_A,M,Eu sempre sonhei em viver na França. ,,S,Portuguese (Brazilian) Level 5,,18
1179,1179,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-04,04Q_B,N,I always dreamed about running a marathon.,,S,Portuguese (Brazilian) Level 5,,1
1180,1180,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-04,04R_B,M,Eu sempre sonhei em correr uma maratona.,,S,Portuguese (Brazilian) Level 5,,1
1181,1181,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-04,04Q_C,N,I never dreamed about living in France.,,S,Portuguese (Brazilian) Level 5,,18
1182,1182,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-04,04R_C,M,Eu nunca sonhei em viver na França. ,,S,Portuguese (Brazilian) Level 5,,18
1183,1183,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-04,04Q_D,N,I never dreamed about running a marathon.,,S,Portuguese (Brazilian) Level 5,,1
1184,1184,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-04,04R_D,M,Eu nunca sonhei em correr uma maratona.,,S,Portuguese (Brazilian) Level 5,,1
1185,1185,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-05,05Q_A,N,I always dreamed about being the boss of my own company.,,S,Portuguese (Brazilian) Level 5,,20
1186,1186,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-05,05R_A,F,Eu sempre sonhei em ser o chefe da minha própria companhia. ,,S,Portuguese (Brazilian) Level 5,,20
1187,1187,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-05,05Q_B,N,I always dreamed about having four children.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1188,1188,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-05,05R_B,F,Eu sempre sonhei em ter quatro filhos. ,,S,Portuguese (Brazilian) Level 5,,"5,12"
1189,1189,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-05,05R_C,N,I never dreamed about being the boss of my own company.,,S,Portuguese (Brazilian) Level 5,,5
1190,1190,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-05,05Q_C,F,Eu nunca sonhei em ser o chefe da minha própria companhia. ,,S,Portuguese (Brazilian) Level 5,,5
1191,1191,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-05,05Q_D,N,I never dreamed about having four children.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1192,1192,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-05,05R_D,F,Eu nunca sonhei em ter quatro filhos. ,,S,Portuguese (Brazilian) Level 5,,"5,12"
1193,1193,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-06,06Q_A,N,I am training for a marathon.,,S,Portuguese (Brazilian) Level 5,,1
1194,1194,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-06,06R_A,F,Estou treinando para uma maratona.,,S,Portuguese (Brazilian) Level 5,,1
1195,1195,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-06,06Q_B,N,I am training now for a marathon.,,S,Portuguese (Brazilian) Level 5,,1
1196,1196,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-06,06R_B,M,Estou treinando agora para uma maratona.,,S,Portuguese (Brazilian) Level 5,,1
1197,1197,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-06,06Q_C,N,I am training for to run a marathon.,,S,Portuguese (Brazilian) Level 5,,1
1198,1198,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-06,06R_C,M,Estou treinando para correr uma maratona. ,,S,Portuguese (Brazilian) Level 5,,1
1199,1199,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-06,06Q_D,N,I am training now for to run a marathon.,,S,Portuguese (Brazilian) Level 5,,1
1200,1200,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-06,06R_D,M,Estou treinando agora para correr uma maratona. ,,S,Portuguese (Brazilian) Level 5,,1
1201,1201,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-07,07Q_A,N,I get lazy just to think about two children.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1202,1202,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-07,07R_A,M,Fico com preguiça só de pensar em dois filhos. ,,S,Portuguese (Brazilian) Level 5,,"5,12"
1203,1203,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-07,07Q_B,N,I get lazy just to think about four children.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1204,1204,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-07,07R_B,M,Fico com preguiça só de pensar em quatro filhos. ,,S,Portuguese (Brazilian) Level 5,,"5,12"
1205,1205,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-07,07Q_C,N,I get lazy just to think about three children.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1206,1206,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-07,07R_C,F,Fico com preguiça só de pensar em três filhos. ,,S,Portuguese (Brazilian) Level 5,,"5,12"
1207,1207,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-07,07Q_D,N,I get lazy just to think about five children.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1208,1208,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-07,07R_D,F,Fico com preguiça só de pensar em cinco filhos. ,,S,Portuguese (Brazilian) Level 5,,"5,12"
1209,1209,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-08,08Q_A,N,I will have lived in another country.,,S,Portuguese (Brazilian) Level 5,,18
1210,1210,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-08,08R_A,F,Terei morado em outro país. ,,S,Portuguese (Brazilian) Level 5,,18
1211,1211,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-08,08Q_B,N,I will have moved to a new city.,,S,Portuguese (Brazilian) Level 5,,18
1212,1212,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-08,08R_B,F,Terei mudado para uma nova cidade. ,,S,Portuguese (Brazilian) Level 5,,18
1213,1213,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-08,08Q_C,N,I will have received a big raise.,,S,Portuguese (Brazilian) Level 5,,"17,20"
1214,1214,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-08,08R_C,F,Terei recebido um aumento grande.,,S,Portuguese (Brazilian) Level 5,,"17,20"
1215,1215,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-08,08Q_D,N,I will have run two marathons.,,S,Portuguese (Brazilian) Level 5,,"1,12"
1216,1216,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-08,08R_D,M,Terei corrido duas maratonas.,,S,Portuguese (Brazilian) Level 5,,"1,12"
1217,1217,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-01,01Q_A,N,She said that she will have learned another language.,,S,Portuguese (Brazilian) Level 5,,1
1218,1218,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-01,01R_A,M,Ela disse que terá aprendido outra língua.,,S,Portuguese (Brazilian) Level 5,,1
1219,1219,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-01,01Q_B,N,She said that she will have lived in a new country.,,S,Portuguese (Brazilian) Level 5,,18
1220,1220,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-01,01R_B,M,Ela disse que terá morado num novo país. ,,S,Portuguese (Brazilian) Level 5,,18
1221,1221,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-01,01Q_C,N,He said that he will have learned another language.,,S,Portuguese (Brazilian) Level 5,,1
1222,1222,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-01,01R_C,M,Ele disse que terá aprendido outra língua.,,S,Portuguese (Brazilian) Level 5,,1
1223,1223,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-01,01Q_D,N,He said that he will have lived in a new country.,,S,Portuguese (Brazilian) Level 5,,18
1224,1224,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-01,01R_D,F,Ele disse que terá morado num novo país. ,,S,Portuguese (Brazilian) Level 5,,18
1225,1225,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-02,02Q_A,N,I would like to receive a big raise.,,S,Portuguese (Brazilian) Level 5,,20
1226,1226,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-02,02R_A,F,Eu gostaria de receber um aumento grande.,,S,Portuguese (Brazilian) Level 5,,20
1227,1227,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-02,02Q_B,N,I want a big raise.,,S,Portuguese (Brazilian) Level 5,,20
1228,1228,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-02,02R_B,F,Quero um aumento grande. ,,S,Portuguese (Brazilian) Level 5,,20
1229,1229,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-02,02Q_C,N,I will have received a big raise.,,S,Portuguese (Brazilian) Level 5,,20
1230,1230,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-02,02R_C,F,Terei recebido um aumento grande.,,S,Portuguese (Brazilian) Level 5,,20
1231,1231,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-02,02Q_D,N,I don't want a big raise.,,S,Portuguese (Brazilian) Level 5,,20
1232,1232,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-02,02R_D,F,Não quero um aumento grande. ,,S,Portuguese (Brazilian) Level 5,,20
1233,1233,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-03,03Q_A,N,I am happy for you.,,S,Portuguese (Brazilian) Level 5,,7
1234,1234,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-03,03R_A,M,Fico contente por você.,,S,Portuguese (Brazilian) Level 5,,7
1235,1235,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-03,03Q_B,N,I am happy for you (pl.).,,S,Portuguese (Brazilian) Level 5,,7
1236,1236,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-03,03R_B,M,Fico contente por vocês.,,S,Portuguese (Brazilian) Level 5,,7
1237,1237,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-03,03Q_C,N,I am happy for her.,,S,Portuguese (Brazilian) Level 5,,7
1238,1238,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-03,03R_C,M,Fico contente por ela.,,S,Portuguese (Brazilian) Level 5,,7
1239,1239,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-03,03Q_D,N,I am happy for him.,,S,Portuguese (Brazilian) Level 5,,7
1240,1240,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-03,03R_D,M,Fico contente por ele.,,S,Portuguese (Brazilian) Level 5,,7
1241,1241,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-04,04Q_A,N,It doesn’t work to have talent without discipline.,,S,Portuguese (Brazilian) Level 5,,20
1242,1242,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-04,04R_A,M,Não adianta ter talento sem disciplina.,,S,Portuguese (Brazilian) Level 5,,20
1243,1243,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-04,04Q_B,N,It doesn’t work to have discipline without talent.,,S,Portuguese (Brazilian) Level 5,,20
1244,1244,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-04,04R_B,F,Não adianta ter disciplina sem talento.,,S,Portuguese (Brazilian) Level 5,,20
1245,1245,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-04,04Q_C,N,Talent without discipline doesn’t work.,,S,Portuguese (Brazilian) Level 5,,20
1246,1246,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-04,04R_C,F,Talento sem disciplina não adianta.,,S,Portuguese (Brazilian) Level 5,,20
1247,1247,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-04,04Q_D,N,Discipline without talent doesn’t work.,,S,Portuguese (Brazilian) Level 5,,20
1248,1248,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-04,04R_D,F,Disciplina sem talento não adianta.,,S,Portuguese (Brazilian) Level 5,,20
1249,1249,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-05,05Q_A,N,It’s necessary to have discipline.,,S,Portuguese (Brazilian) Level 5,,7
1250,1250,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-05,05R_A,F,É preciso ter disciplina. ,,S,Portuguese (Brazilian) Level 5,,7
1251,1251,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-05,05Q_B,N,It’s necessary to have talent.,,S,Portuguese (Brazilian) Level 5,,7
1252,1252,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-05,05R_B,F,É preciso ter talento. ,,S,Portuguese (Brazilian) Level 5,,7
1253,1253,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-05,05Q_C,N,It’s not necessary to have discipline.,,S,Portuguese (Brazilian) Level 5,,7
1254,1254,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-05,05R_C,M,Não é preciso ter disciplina. ,,S,Portuguese (Brazilian) Level 5,,7
1255,1255,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-05,05Q_D,N,It’s not necessary to have talent.,,S,Portuguese (Brazilian) Level 5,,7
1256,1256,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-05,05R_D,M,Não é preciso ter talento. ,,S,Portuguese (Brazilian) Level 5,,7
1257,1257,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-06,06Q_A,N,I have been studying English.,,S,Portuguese (Brazilian) Level 5,,1
1258,1258,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-06,06R_A,M,Tenho estudado inglês.,,S,Portuguese (Brazilian) Level 5,,1
1259,1259,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-06,06Q_B,N,I have been studying a lot of English.,,S,Portuguese (Brazilian) Level 5,,1
1260,1260,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-06,06R_B,M,Tenho estudado muito inglês.,,S,Portuguese (Brazilian) Level 5,,1
1261,1261,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-06,06Q_C,N,I have been studying every day.,,S,Portuguese (Brazilian) Level 5,,"1,17"
1262,1262,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-06,06R_C,M,Tenho estudado todos os dias.,,S,Portuguese (Brazilian) Level 5,,"1,17"
1263,1263,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-06,06Q_D,N,I have been studying English every day.,,S,Portuguese (Brazilian) Level 5,,"1,17"
1264,1264,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-06,06R_D,F,Tenho estudado inglês todos os dias.,,S,Portuguese (Brazilian) Level 5,,"1,17"
1265,1265,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-07,07Q_A,N,She will have lived in another country.,,S,Portuguese (Brazilian) Level 5,,18
1266,1266,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-07,07R_A,F,Ela terá morado em outro país. ,,S,Portuguese (Brazilian) Level 5,,18
1267,1267,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-07,07Q_B,N,She will have moved to a new city.,,S,Portuguese (Brazilian) Level 5,,18
1268,1268,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-07,07R_B,F,Ela terá mudado para uma nova cidade. ,,S,Portuguese (Brazilian) Level 5,,18
1269,1269,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-07,07Q_C,N,She will have received a big raise.,,S,Portuguese (Brazilian) Level 5,,20
1270,1270,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-07,07R_C,F,Ela terá recebido um aumento grande.,,S,Portuguese (Brazilian) Level 5,,20
1271,1271,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-07,07Q_D,N,She will have run two marathons.,,S,Portuguese (Brazilian) Level 5,,"1,12"
1272,1272,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-07,07R_D,F,Ela terá corrido duas maratonas.,,S,Portuguese (Brazilian) Level 5,,"1,12"
1273,1273,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-08,08Q_A,N,I have been saving money in order to have a nest egg.,,S,Portuguese (Brazilian) Level 5,,11
1274,1274,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-08,08R_A,M,Tenho economizado dinheiro para ter um pé-de-meia.,,S,Portuguese (Brazilian) Level 5,,11
1275,1275,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-08,08Q_B,N,I have been saving money.,,S,Portuguese (Brazilian) Level 5,,11
1276,1276,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-08,08R_B,M,Tenho economizado dinheiro.,,S,Portuguese (Brazilian) Level 5,,11
1277,1277,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-08,08Q_C,N,I have not been saving money.,,S,Portuguese (Brazilian) Level 5,,11
1278,1278,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-08,08R_C,M,Não tenho economizado dinheiro.,,S,Portuguese (Brazilian) Level 5,,11
1279,1279,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-08,08Q_D,N,I have been saving money in order to buy souveniers.,,S,Portuguese (Brazilian) Level 5,,"11,14"
1280,1280,BP,9781508286752,Brazilian Portuguese 5,20,,,U20-08,08R_D,M,Tenho economizado dinheiro para comprar lembrancinhas.,,S,Portuguese (Brazilian) Level 5,,"11,14"
1281,1281,BP,9781508286752,Brazilian Portuguese 5,21,,,U21-01,01Q_A,N,One does not write a book overnight.,,S,Portuguese (Brazilian) Level 5,,"1,12"
1282,1282,BP,9781508286752,Brazilian Portuguese 5,21,,,U21-01,01R_A,F,Não se escreve um livro da noite para o dia.,,S,Portuguese (Brazilian) Level 5,,"1,12"
1283,1283,BP,9781508286752,Brazilian Portuguese 5,21,,,U21-01,01Q_B,N,One does not run a marathon overnight.,,S,Portuguese (Brazilian) Level 5,,"1,12"
1284,1284,BP,9781508286752,Brazilian Portuguese 5,21,,,U21-01,01R_B,F,Não se corre uma maratona da noite para o dia.,,S,Portuguese (Brazilian) Level 5,,"1,12"
1285,1285,BP,9781508286752,Brazilian Portuguese 5,21,,,U21-01,01Q_C,N,One does not learn a language overnight.,,S,Portuguese (Brazilian) Level 5,,"1,12"
1286,1286,BP,9781508286752,Brazilian Portuguese 5,21,,,U21-01,01R_C,F,Não se aprende uma língua da noite para o dia. ,,S,Portuguese (Brazilian) Level 5,,"1,12"
1287,1287,BP,9781508286752,Brazilian Portuguese 5,21,,,U21-01,01Q_D,N,One does not learn another language overnight.,,S,Portuguese (Brazilian) Level 5,,"1,12"
1288,1288,BP,9781508286752,Brazilian Portuguese 5,21,,,U21-01,01R_D,F,Não se aprende outra língua da noite para o dia. ,,S,Portuguese (Brazilian) Level 5,,"1,12"
1289,1289,BP,9781508286752,Brazilian Portuguese 5,21,,,U21-02,02Q_A,N,I have been trying to write a book each day.,,S,Portuguese (Brazilian) Level 5,,"1,3"
1290,1290,BP,9781508286752,Brazilian Portuguese 5,21,,,U21-02,02R_A,F,Tenho tentado escrever um livro todo dia. ,,S,Portuguese (Brazilian) Level 5,,"1,3"
1291,1291,BP,9781508286752,Brazilian Portuguese 5,21,,,U21-02,02Q_B,N,I have been trying to write each day.,,S,Portuguese (Brazilian) Level 5,,"1,3"
1292,1292,BP,9781508286752,Brazilian Portuguese 5,21,,,U21-02,02R_B,M,Tenho tentado escrever todo dia. ,,S,Portuguese (Brazilian) Level 5,,"1,3"
1293,1293,BP,9781508286752,Brazilian Portuguese 5,21,,,U21-02,02Q_C,N,I have been trying to write.,,S,Portuguese (Brazilian) Level 5,,"1,3"
1294,1294,BP,9781508286752,Brazilian Portuguese 5,21,,,U21-02,02R_C,M,Tenho tentado escrever. ,,S,Portuguese (Brazilian) Level 5,,"1,3"
1295,1295,BP,9781508286752,Brazilian Portuguese 5,21,,,U21-02,02Q_D,N,I have been trying to write a book.,,S,Portuguese (Brazilian) Level 5,,1
1296,1296,BP,9781508286752,Brazilian Portuguese 5,21,,,U21-02,02R_D,M,Tenho tentado escrever um livro. ,,S,Portuguese (Brazilian) Level 5,,1
