Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,Cluster,Qz #,Spkr,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
1097,1097,RU,9781508236009,Russian 4,18,,,U18-02,02Q_A,N,My parents too are retired.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1097.mp3,"5,9,20"
1098,1098,RU,9781508236009,Russian 4,18,,,U18-02,02R_A,F,Мои родители тоже на пенсии.,Moi roditeli tozhe na pensii.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1098.mp3,"5,9,20"
1099,1099,RU,9781508236009,Russian 4,18,,,U18-02,02Q_B,N,My parents live in a village.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1099.mp3,"5,9"
1100,1100,RU,9781508236009,Russian 4,18,,,U18-02,02R_B,M,Мои родители живут в деревне.,Moi roditeli zhivut v derevne.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1100.mp3,"5,9"
1101,1101,RU,9781508236009,Russian 4,18,,,U18-02,02Q_C,N,My parents too are in the hotel.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1101.mp3,"5,9,18"
1102,1102,RU,9781508236009,Russian 4,18,,,U18-02,02R_C,M,Мои родители тоже в гостинице,Moi roditeli tozhe v gostinitse.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1102.mp3,"5,9,18"
1103,1103,RU,9781508236009,Russian 4,18,,,U18-02,02Q_D,N,My parents are arriving later.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1103.mp3,"5,9,17,18"
1104,1104,RU,9781508236009,Russian 4,18,,,U18-02,02R_D,M,Мои родители приезжают позже.,Moi roditeli priezzhaiut pozzhe.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1104.mp3,"5,9,17,18"
1105,1105,RU,9781508236009,Russian 4,18,,,U18-03,03Q_A,N,They would like to continue working.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1105.mp3,"9,20"
1106,1106,RU,9781508236009,Russian 4,18,,,U18-03,03R_A,F,Они хотели бы продолжать работать.,Oni hoteli by prodolzhat’ rabotat’.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1106.mp3,"9,20"
1107,1107,RU,9781508236009,Russian 4,18,,,U18-03,03Q_B,N,They would like to earn more.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1107.mp3,"9,11,20"
1108,1108,RU,9781508236009,Russian 4,18,,,U18-03,03R_B,F,Они хотели бы зарабатывать больше.,Oni hoteli by zarabatyvat’ bol’she.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1108.mp3,"9,11,20"
1109,1109,RU,9781508236009,Russian 4,18,,,U18-03,03Q_C,N,They would like to rest at the sea.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1109.mp3,"1,9"
1110,1110,RU,9781508236009,Russian 4,18,,,U18-03,03R_C,F,Они хотели бы отдoхнуть на море.,Oni hoteli by otdahnut' na more.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1110.mp3,"1,9"
1111,1111,RU,9781508236009,Russian 4,18,,,U18-03,03Q_D,N,They would like to go to the movies.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1111.mp3,"1,9"
1112,1112,RU,9781508236009,Russian 4,18,,,U18-03,03R_D,M,Они хотели бы пойти в кино.,Oni hoteli by pojti v kino.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1112.mp3,"1,9"
1113,1113,RU,9781508236009,Russian 4,18,,,U18-04,04Q_A,N,They were forced to move.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1113.mp3,9
1114,1114,RU,9781508236009,Russian 4,18,,,U18-04,04R_A,M,Им пришлось переехать.,Im prishlos’ pereehat’.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1114.mp3,9
1115,1115,RU,9781508236009,Russian 4,18,,,U18-04,04Q_B,N,They were forced to call back.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1115.mp3,"3,9"
1116,1116,RU,9781508236009,Russian 4,18,,,U18-04,04R_B,F,Им пришлось перезвонить.,Im prishlos’ perezvonit'.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1116.mp3,"3,9"
1117,1117,RU,9781508236009,Russian 4,18,,,U18-04,04Q_C,N,They were forced to pass on the letter.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1117.mp3,"3,9"
1118,1118,RU,9781508236009,Russian 4,18,,,U18-04,04R_C,F,Им пришлось передать письмо.,Im prishlos’ peredat' pis'mo.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1118.mp3,"3,9"
1119,1119,RU,9781508236009,Russian 4,18,,,U18-04,04Q_D,N,They were forced to cook all.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1119.mp3,"6,9"
1120,1120,RU,9781508236009,Russian 4,18,,,U18-04,04R_D,F,Им пришлось готовить всё.,Im prishlos' gotovit' vsio.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1120.mp3,"6,9"
1121,1121,RU,9781508236009,Russian 4,18,,,U18-05,05Q_A,N,I want to continue to work.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1121.mp3,20
1122,1122,RU,9781508236009,Russian 4,18,,,U18-05,05R_A,M,Я хочу продолжать работать.,Ia hochu prodolzhat’ rabotat’.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1122.mp3,20
1123,1123,RU,9781508236009,Russian 4,18,,,U18-05,05Q_B,N,I want to buy fresh produce.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1123.mp3,"1,6,14"
1124,1124,RU,9781508236009,Russian 4,18,,,U18-05,05R_B,M,Я хочу купить свежие продукты.,Ia hochu kupit' svezhie produkty.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1124.mp3,"1,6,14"
1125,1125,RU,9781508236009,Russian 4,18,,,U18-05,05Q_C,N,I want to park in front of the building.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1125.mp3,"4,9"
1126,1126,RU,9781508236009,Russian 4,18,,,U18-05,05R_C,F,Я хочу припарковаться перед домом.,Ia hochu priparkovat’sia pered domom.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1126.mp3,"4,9"
1127,1127,RU,9781508236009,Russian 4,18,,,U18-05,05Q_D,N,I want to meet you near the theater.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1127.mp3,"1,4,9"
1128,1128,RU,9781508236009,Russian 4,18,,,U18-05,05R_D,F,Я хочу встретить Вас около театра.,Ia hochu vstretit' Vas okolo teatra.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1128.mp3,"1,4,9"
1129,1129,RU,9781508236009,Russian 4,18,,,U18-06,06Q_A,N,Usually over there is fresh produce.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1129.mp3,"6,9"
1130,1130,RU,9781508236009,Russian 4,18,,,U18-06,06R_A,F,Обычно там есть свежие продукты.,Obychno tam est’ svezhie produkty.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1130.mp3,"6,9"
1131,1131,RU,9781508236009,Russian 4,18,,,U18-06,06Q_B,N,Usually over there are delicious pastries.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1131.mp3,"6,9"
1132,1132,RU,9781508236009,Russian 4,18,,,U18-06,06R_B,M,Обычно там есть вкусные пирожные.,Obychno tam est’ vkusnije pirozhnije.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1132.mp3,"6,9"
1133,1133,RU,9781508236009,Russian 4,18,,,U18-06,06Q_C,N,Usually over there are various pastries.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1133.mp3,"6,7,9"
1134,1134,RU,9781508236009,Russian 4,18,,,U18-06,06R_C,M,Обычно там есть разные пирожные.,Obychno tam est’ raznije pirozhnije.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1134.mp3,"6,7,9"
1135,1135,RU,9781508236009,Russian 4,18,,,U18-06,06Q_D,N,Usually over there is delicious ice cream.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1135.mp3,"6,9"
1136,1136,RU,9781508236009,Russian 4,18,,,U18-06,06R_D,F,Обычно там есть вкусное мороженое.,Obychno tam est’ vkusnoje morozhenoje.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1136.mp3,"6,9"
1137,1137,RU,9781508236009,Russian 4,18,,,U18-07,07Q_A,N,They were bored.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1137.mp3,"1,7,9"
1138,1138,RU,9781508236009,Russian 4,18,,,U18-07,07R_A,F,Им было скучно.,Im bylo skuchno.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1138.mp3,"1,7,9"
1139,1139,RU,9781508236009,Russian 4,18,,,U18-07,07Q_B,N,They were hot.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1139.mp3,"7,9"
1140,1140,RU,9781508236009,Russian 4,18,,,U18-07,07R_B,F,Им было жарко.,Im bylo zharko.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1140.mp3,"7,9"
1141,1141,RU,9781508236009,Russian 4,18,,,U18-07,07Q_C,N,They were in the village.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1141.mp3,"7,9"
1142,1142,RU,9781508236009,Russian 4,18,,,U18-07,07R_C,M,Они были в деревне.,Oni byli v derevne.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1142.mp3,"7,9"
1143,1143,RU,9781508236009,Russian 4,18,,,U18-07,07Q_D,N,They were out of the country.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1143.mp3,"7,9"
1144,1144,RU,9781508236009,Russian 4,18,,,U18-07,07R_D,M,Они были за границей.,Oni byli za granitsej.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1144.mp3,"7,9"
1145,1145,RU,9781508236009,Russian 4,18,,,U18-08,08Q_A,N,The people in the village are all hospitable.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1145.mp3,9
1146,1146,RU,9781508236009,Russian 4,18,,,U18-08,08R_A,M,Люди в деревне все гостеприимные.,Liudi v derevne vse gostepriimnie.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1146.mp3,9
1147,1147,RU,9781508236009,Russian 4,18,,,U18-08,08Q_B,N,The retired people often take a trip.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1147.mp3,"9,18,20"
1148,1148,RU,9781508236009,Russian 4,18,,,U18-08,08R_B,F,Люди на пенсии часто путешествуют.,Liudi na pensii chasto puteshestvuiut.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1148.mp3,"9,18,20"
1149,1149,RU,9781508236009,Russian 4,18,,,U18-08,08Q_C,N,The retired people often live in the village.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1149.mp3,"9,20"
1150,1150,RU,9781508236009,Russian 4,18,,,U18-08,08R_C,F,Люди на пенсии часто живут в деревне.,Liudi na pensii chasto zhivut v derevne.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1150.mp3,"9,20"
1151,1151,RU,9781508236009,Russian 4,18,,,U18-08,08Q_D,N,People in her family are all hospitable.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1151.mp3,"5,9"
1152,1152,RU,9781508236009,Russian 4,18,,,U18-08,08R_D,M,Люди в её семье все гостеприимние.,Liudi v eio sem'e vse gostepriimnie.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1152.mp3,"5,9"
1153,1153,RU,9781508236009,Russian 4,19,,,U19-01,01Q_A,N,I needed to gather a lot of documents.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1153.mp3,"9,20"
1154,1154,RU,9781508236009,Russian 4,19,,,U19-01,01R_A,M,Мне надо было собрать много документов.,Mne nado bylo sobrat’ mnogo dokumentov.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1154.mp3,"9,20"
1155,1155,RU,9781508236009,Russian 4,19,,,U19-01,01Q_B,N,I needed to work till late.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1155.mp3,"17,20"
1156,1156,RU,9781508236009,Russian 4,19,,,U19-01,01R_B,F,Мне надо было работать допоздна.,Mne nado bylo rabotat' dopozdna.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1156.mp3,"17,20"
1157,1157,RU,9781508236009,Russian 4,19,,,U19-01,01Q_C,N,I needed to catch up on sleep.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1157.mp3,"7,8"
1158,1158,RU,9781508236009,Russian 4,19,,,U19-01,01R_C,F,Мне надо было выспаться.,Mne nado bylo vyspat'sia.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1158.mp3,"7,8"
1159,1159,RU,9781508236009,Russian 4,19,,,U19-01,01Q_D,N,I needed to pay a lot.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1159.mp3,"7,11,14,16"
1160,1160,RU,9781508236009,Russian 4,19,,,U19-01,01R_D,M,Мне надо было заплатить много.,Mne nado bylo zaplatit' mnogo.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1160.mp3,"7,11,14,16"
1161,1161,RU,9781508236009,Russian 4,19,,,U19-02,02Q_A,N,I need to fill out an application in order to receive a visa.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1161.mp3,"16,18"
1162,1162,RU,9781508236009,Russian 4,19,,,U19-02,02R_A,M,"Мне надо заполнить анкету, чтобы получить визу.","Mne nado zapolnit’ anketu, chtoby poluchit’ vizu.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1162.mp3,"16,18"
1163,1163,RU,9781508236009,Russian 4,19,,,U19-02,02Q_B,N,I need to go downtown in order to receive a visa.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1163.mp3,"16,18"
1164,1164,RU,9781508236009,Russian 4,19,,,U19-02,02R_B,M,"Мне надо пойти в центр, чтобы получить визу.","Mne nado pojti v tsentr, chtoby poluchit' vizu.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1164.mp3,"16,18"
1165,1165,RU,9781508236009,Russian 4,19,,,U19-02,02Q_C,N,I need to receive a visa in order to call on them.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1165.mp3,"3,16,18"
1166,1166,RU,9781508236009,Russian 4,19,,,U19-02,02R_C,F,"Мне надо получить визу, чтобы навестить их.","Mne nado poluchit' vizu, chtoby navestit' ih.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1166.mp3,"3,16,18"
1167,1167,RU,9781508236009,Russian 4,19,,,U19-02,02Q_D,N,I need to go to the city in order to earn more.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1167.mp3,"7,9,11,20"
1168,1168,RU,9781508236009,Russian 4,19,,,U19-02,02R_D,F,"Мне надо поехать в город, чтобы зарабатывать больше.","Mne nado poehat' v gorod, chtoby zarabatyvat' bol'she.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1168.mp3,"7,9,11,20"
1169,1169,RU,9781508236009,Russian 4,19,,,U19-03,03Q_A,N,"In the village, I’ve become bored.",,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1169.mp3,"7,9"
1170,1170,RU,9781508236009,Russian 4,19,,,U19-03,03R_A,F,В деревне мне стало скучно.,V derevne mne stalo skuchno.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1170.mp3,"7,9"
1171,1171,RU,9781508236009,Russian 4,19,,,U19-03,03Q_B,N,In the village it has become difficult for me to find a job.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1171.mp3,"9,20"
1172,1172,RU,9781508236009,Russian 4,19,,,U19-03,03R_B,M,В деревне мне стало трудно найти работу.,V derevne mne stalo trudno najti rabotu.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1172.mp3,"9,20"
1173,1173,RU,9781508236009,Russian 4,19,,,U19-03,03Q_C,N,In the village it has become easy to cook at home.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1173.mp3,"1,6,9"
1174,1174,RU,9781508236009,Russian 4,19,,,U19-03,03R_C,M,В деревне мне стало легко готовить дома.,V derevne mne stalo legko gotovit' doma.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1174.mp3,"1,6,9"
1175,1175,RU,9781508236009,Russian 4,19,,,U19-03,03Q_D,N,In the village it has become fun for me.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1175.mp3,9
1176,1176,RU,9781508236009,Russian 4,19,,,U19-03,03R_D,F,В деревне мне стало весело.,V derevne mne stalo veselo.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1176.mp3,9
1177,1177,RU,9781508236009,Russian 4,19,,,U19-04,04Q_A,N,You need medical insurance.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1177.mp3,"8,9,16"
1178,1178,RU,9781508236009,Russian 4,19,,,U19-04,04R_A,F,Вам нужна медицинскаиа страховка.,Vam nuzhna meditsinskaia strahovka.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1178.mp3,"8,9,16"
1179,1179,RU,9781508236009,Russian 4,19,,,U19-04,04Q_B,N,You need documents.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1179.mp3,"7,9,16"
1180,1180,RU,9781508236009,Russian 4,19,,,U19-04,04R_B,F,Вам нужны документы.,Vam nuzhny dokumenty.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1180.mp3,"7,9,16"
1181,1181,RU,9781508236009,Russian 4,19,,,U19-04,04Q_C,N,You need a dog.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1181.mp3,7
1182,1182,RU,9781508236009,Russian 4,19,,,U19-04,04R_C,M,Вам нужнa sobaka.,Vam nuzhna sobaka.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1182.mp3,7
1183,1183,RU,9781508236009,Russian 4,19,,,U19-04,04Q_D,N,You need medicine.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1183.mp3,"7,8,9,16"
1184,1184,RU,9781508236009,Russian 4,19,,,U19-04,04R_D,M,Вам нужно лекарство.,Vam nuzhno lekarstvo.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1184.mp3,"7,8,9,16"
1185,1185,RU,9781508236009,Russian 4,19,,,U19-05,05Q_A,N,I’ll make an effort to gather all the documents.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1185.mp3,"9,16"
1186,1186,RU,9781508236009,Russian 4,19,,,U19-05,05R_A,F,Я постраюсь собрать все документы.,Ia postaraius’ sobrat’ vse dokumenty.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1186.mp3,"9,16"
1187,1187,RU,9781508236009,Russian 4,19,,,U19-05,05Q_B,N,I'll make an effort to gather all the family.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1187.mp3,"1,5"
1188,1188,RU,9781508236009,Russian 4,19,,,U19-05,05R_B,F,Я постраюсь собрать всю семью.,Ia postaraius’ sobrat’ vsiu sem'iu.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1188.mp3,"1,5"
1189,1189,RU,9781508236009,Russian 4,19,,,U19-05,05Q_C,N,I'll make an effort to learn how to cook.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1189.mp3,"1,6,7"
1190,1190,RU,9781508236009,Russian 4,19,,,U19-05,05R_C,M,Я постраюсь научиться готовить.,Ia postaraius’ nauchit'sia gotovit'.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1190.mp3,"1,6,7"
1191,1191,RU,9781508236009,Russian 4,19,,,U19-05,05Q_D,N,I'll make an effort to get involved in sports more.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1191.mp3,1
1192,1192,RU,9781508236009,Russian 4,19,,,U19-05,05R_D,M,Я постраюсь заниматься спортом больше.,Ia postaraius’ zanimat'sia sportom bol'she.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1192.mp3,1
1193,1193,RU,9781508236009,Russian 4,19,,,U19-06,06Q_A,N,I was in Europe last year.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1193.mp3,"9,17,18"
1194,1194,RU,9781508236009,Russian 4,19,,,U19-06,06R_A,F,Я был в Европе в прошлом году.,Ia byl v Evrope v proshlom godu.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1194.mp3,"9,17,18"
1195,1195,RU,9781508236009,Russian 4,19,,,U19-06,06Q_B,N,I was in Europe last week.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1195.mp3,"9,17,18"
1196,1196,RU,9781508236009,Russian 4,19,,,U19-06,06R_B,M,Я был в Европе на прошлой неделе.,Ia byl v Evrope na proshloj nedele.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1196.mp3,"9,17,18"
1197,1197,RU,9781508236009,Russian 4,19,,,U19-06,06Q_C,N,I very much liked it in Europe.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1197.mp3,"7,9"
1198,1198,RU,9781508236009,Russian 4,19,,,U19-06,06R_C,M,Мне очень понравилось в Европе.,Mne ochen' ponravilos' v Evrope.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1198.mp3,"7,9"
1199,1199,RU,9781508236009,Russian 4,19,,,U19-06,06Q_D,N,I very much liked the weather in Europe.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1199.mp3,"9,19"
1200,1200,RU,9781508236009,Russian 4,19,,,U19-06,06R_D,F,Мне очень понравилась погода в Европе.,Mne ochen' ponravilas' pogoda v Evrope.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1200.mp3,"9,19"
1201,1201,RU,9781508236009,Russian 4,19,,,U19-07,07Q_A,N,First you need to receive a visa. (informal),,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1201.mp3,"16,18"
1202,1202,RU,9781508236009,Russian 4,19,,,U19-07,07R_A,M,Сначала тебе надо получить визу.,Snachala tebe nado poluchit’ vizu.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1202.mp3,"16,18"
1203,1203,RU,9781508236009,Russian 4,19,,,U19-07,07Q_B,N,First you need to gather documents.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1203.mp3,"9,20"
1204,1204,RU,9781508236009,Russian 4,19,,,U19-07,07R_B,F,Сначала тебе надо собрать документы.,Snachala tebe nado sobrat' dokumenty. (informal),,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1204.mp3,"9,20"
