Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,Cluster,Quiz #,Spkr,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
1120,1120,RU,9.78151E+12,Russian 5,18,,,U18-03,03R_D,F,__ ________ _______ _____ _____.,Po prognozu vecherom budet teplo.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1120.mp3,19
1121,1121,RU,9.78151E+12,Russian 5,18,,,U18-04,04Q_A,N,just in case,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1121.mp3,7
1122,1122,RU,9.78151E+12,Russian 5,18,,,U18-04,04R_A,F,__ ______ ______,na vsiakij sluchaj,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1122.mp3,7
1123,1123,RU,9.78151E+12,Russian 5,18,,,U18-04,04Q_B,N,finally,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1123.mp3,7
1124,1124,RU,9.78151E+12,Russian 5,18,,,U18-04,04R_B,F,_______-__,nakonets-to,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1124.mp3,7
1125,1125,RU,9.78151E+12,Russian 5,18,,,U18-04,04Q_C,N,first,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1125.mp3,7
1126,1126,RU,9.78151E+12,Russian 5,18,,,U18-04,04R_C,F,_______,snachala,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1126.mp3,7
1127,1127,RU,9.78151E+12,Russian 5,18,,,U18-04,04Q_D,N,in any case,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1127.mp3,7
1128,1128,RU,9.78151E+12,Russian 5,18,,,U18-04,04R_D,F,_ _____ ______,v liubom sluchae,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1128.mp3,7
1129,1129,RU,9.78151E+12,Russian 5,18,,,U18-05,05Q_A,N,Is it possible to drop in?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1129.mp3,7
1130,1130,RU,9.78151E+12,Russian 5,18,,,U18-05,05R_A,M,_____ _____?,Mozhno zajti?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1130.mp3,7
1131,1131,RU,9.78151E+12,Russian 5,18,,,U18-05,05Q_B,N,Is it possible to talk?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1131.mp3,"3,15"
1132,1132,RU,9.78151E+12,Russian 5,18,,,U18-05,05R_B,M,_____ __________?,Mozhno pogovoritÕ?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1132.mp3,"3,15"
1133,1133,RU,9.78151E+12,Russian 5,18,,,U18-05,05Q_C,N,Is it possible to try?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1133.mp3,7
1134,1134,RU,9.78151E+12,Russian 5,18,,,U18-05,05R_C,M,_____ ___________?,Mozhno poprobovatÕ?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1134.mp3,7
1135,1135,RU,9.78151E+12,Russian 5,18,,,U18-05,05Q_D,N,Is it possible to take a look?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1135.mp3,7
1136,1136,RU,9.78151E+12,Russian 5,18,,,U18-05,05R_D,M,_____ __________?,Mozhno posmotretÕ?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1136.mp3,7
1137,1137,RU,9.78151E+12,Russian 5,18,,,U18-06,06Q_A,N,Keep me posted. (informal),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1137.mp3,3
1138,1138,RU,9.78151E+12,Russian 5,18,,,U18-06,06R_A,M,_____ ____ _ _____.,Derzhi menia v kurse.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1138.mp3,3
1139,1139,RU,9.78151E+12,Russian 5,18,,,U18-06,06Q_B,N,Wait for me. (formal),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1139.mp3,7
1140,1140,RU,9.78151E+12,Russian 5,18,,,U18-06,06R_B,F,_________ ____.,Podozhdite menia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1140.mp3,7
1141,1141,RU,9.78151E+12,Russian 5,18,,,U18-06,06Q_C,N,Turn left. (formal),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1141.mp3,4
1142,1142,RU,9.78151E+12,Russian 5,18,,,U18-06,06R_C,F,_________ ______.,Povernite nalevo.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1142.mp3,4
1143,1143,RU,9.78151E+12,Russian 5,18,,,U18-06,06Q_D,N,Go straight. (formal),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1143.mp3,4
1144,1144,RU,9.78151E+12,Russian 5,18,,,U18-06,06R_D,F,_____ _____.,Idite priamo.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1144.mp3,4
1145,1145,RU,9.78151E+12,Russian 5,18,,,U18-07,07Q_A,N,TodayÕs suitable weather to go on foot.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1145.mp3,"1,19"
1146,1146,RU,9.78151E+12,Russian 5,18,,,U18-07,07R_A,F,_______ __________ ______ _____ ______.,Sevodnia podhodiashchaia pogoda pojti peshkom.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1146.mp3,"1,19"
1147,1147,RU,9.78151E+12,Russian 5,18,,,U18-07,07Q_B,N,TodayÕs suitable weather to stroll around the city.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1147.mp3,"1,19"
1148,1148,RU,9.78151E+12,Russian 5,18,,,U18-07,07R_B,F,_______ __________ ______ ________ __ ______.,Sevodnia podhodiashchaia pogoda poguliatÕ po gorodu.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1148.mp3,"1,19"
1149,1149,RU,9.78151E+12,Russian 5,18,,,U18-07,07Q_C,N,TodayÕs suitable weather to go outside the city.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1149.mp3,"1,19"
1150,1150,RU,9.78151E+12,Russian 5,18,,,U18-07,07R_C,M,_______ __________ ______ _______ __ _____.,Sevodnia podhodiashchaia pogoda vyehatÕ za gorod.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1150.mp3,"1,19"
1151,1151,RU,9.78151E+12,Russian 5,18,,,U18-07,07Q_D,N,TodayÕs suitable weather to have a picnic.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1151.mp3,"1,19"
1152,1152,RU,9.78151E+12,Russian 5,18,,,U18-07,07R_D,M,_______ __________ ______ ________ ______.,Sevodnia podhodiashchaia pogoda ustroitÕ piknik.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1152.mp3,"1,19"
1153,1153,RU,9.78151E+12,Russian 5,18,,,U18-08,08Q_A,N,unusual architecture,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1153.mp3,7
1154,1154,RU,9.78151E+12,Russian 5,18,,,U18-08,08R_A,M,_________ ___________,neobychnaia arhitektura,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1154.mp3,7
1155,1155,RU,9.78151E+12,Russian 5,18,,,U18-08,08Q_B,N,unusual church,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1155.mp3,7
1156,1156,RU,9.78151E+12,Russian 5,18,,,U18-08,08R_B,M,_________ _______,neobychnaia tserkovÕ,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1156.mp3,7
1157,1157,RU,9.78151E+12,Russian 5,18,,,U18-08,08Q_C,N,unusual clothing,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1157.mp3,7
1158,1158,RU,9.78151E+12,Russian 5,18,,,U18-08,08R_C,M,_________ ______,neobychnaia odezhda,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1158.mp3,7
1159,1159,RU,9.78151E+12,Russian 5,18,,,U18-08,08Q_D,N,unusual wedding,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1159.mp3,1
1160,1160,RU,9.78151E+12,Russian 5,18,,,U18-08,08R_D,F,_________ _______,neobychnaia svadÕba,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1160.mp3,1
1161,1161,RU,9.78151E+12,Russian 5,19,,,U19-01,01Q_A,N,IÕm a vegetarian. (m),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1161.mp3,"6,16"
1162,1162,RU,9.78151E+12,Russian 5,19,,,U19-01,01R_A,M,_ ____________.,Ia vegetarianets,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1162.mp3,"6,16"
1163,1163,RU,9.78151E+12,Russian 5,19,,,U19-01,01Q_B,N,IÕm a vegetarian. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1163.mp3,"6,16"
1164,1164,RU,9.78151E+12,Russian 5,19,,,U19-01,01R_B,F,_ ____________.,Ia vegetarianka.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1164.mp3,"6,16"
1165,1165,RU,9.78151E+12,Russian 5,19,,,U19-01,01Q_C,N,I got distracted. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1165.mp3,7
1166,1166,RU,9.78151E+12,Russian 5,19,,,U19-01,01R_C,F,_ __________.,Ia otvleklasÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1166.mp3,7
1167,1167,RU,9.78151E+12,Russian 5,19,,,U19-01,01Q_D,N,I made a mistake. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1167.mp3,7
1168,1168,RU,9.78151E+12,Russian 5,19,,,U19-01,01R_D,F,_ ________.,Ia oshiblasÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1168.mp3,7
1169,1169,RU,9.78151E+12,Russian 5,19,,,U19-02,02Q_A,N,We have a table reserved.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1169.mp3,6
1170,1170,RU,9.78151E+12,Russian 5,19,,,U19-02,02R_A,F,_ ___ _______ ____.,U nas zakazan stol.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1170.mp3,6
1171,1171,RU,9.78151E+12,Russian 5,19,,,U19-02,02Q_B,N,We have a room reserved.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1171.mp3,18
1172,1172,RU,9.78151E+12,Russian 5,19,,,U19-02,02R_B,F,_ ___ _______ _____.,U nas zakazan nomer.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1172.mp3,18
1173,1173,RU,9.78151E+12,Russian 5,19,,,U19-02,02Q_C,N,We have a vacation reserved.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1173.mp3,18
1174,1174,RU,9.78151E+12,Russian 5,19,,,U19-02,02R_C,F,_ ___ _______ ______.,U nas zakazan otpusk.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1174.mp3,18
1175,1175,RU,9.78151E+12,Russian 5,19,,,U19-02,02Q_D,N,We have a cake reserved.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1175.mp3,6
1176,1176,RU,9.78151E+12,Russian 5,19,,,U19-02,02R_D,F,_ ___ _______ ____.,U nas zakazan tort.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1176.mp3,6
1177,1177,RU,9.78151E+12,Russian 5,19,,,U19-03,03Q_A,N,Help yourself.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1177.mp3,"7,16"
1178,1178,RU,9.78151E+12,Russian 5,19,,,U19-03,03R_A,M,__________.,UgoshchajtesÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1178.mp3,"7,16"
1179,1179,RU,9.78151E+12,Russian 5,19,,,U19-03,03Q_B,N,Hurry up.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1179.mp3,16
1180,1180,RU,9.78151E+12,Russian 5,19,,,U19-03,03R_B,M,____________.,PotoropitesÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1180.mp3,16
1181,1181,RU,9.78151E+12,Russian 5,19,,,U19-03,03Q_C,N,Sign.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1181.mp3,"7,16"
1182,1182,RU,9.78151E+12,Russian 5,19,,,U19-03,03R_C,M,_________.,Podpishite.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1182.mp3,"7,16"
1183,1183,RU,9.78151E+12,Russian 5,19,,,U19-03,03Q_D,N,Let me introduce.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1183.mp3,"5,10"
1184,1184,RU,9.78151E+12,Russian 5,19,,,U19-03,03R_D,M,_____________.,PoznakomÕtesÕ,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1184.mp3,"5,10"
1185,1185,RU,9.78151E+12,Russian 5,19,,,U19-04,04Q_A,N,Everything changes fast.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1185.mp3,7
1186,1186,RU,9.78151E+12,Russian 5,19,,,U19-04,04R_A,M,___ ________ ______.,Vsio meniaetsia bystro.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1186.mp3,7
1187,1187,RU,9.78151E+12,Russian 5,19,,,U19-04,04Q_B,N,The weather changes fast.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1187.mp3,19
1188,1188,RU,9.78151E+12,Russian 5,19,,,U19-04,04R_B,F,______ ________ ______.,Pogoda meniaetsia bystro.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1188.mp3,19
1189,1189,RU,9.78151E+12,Russian 5,19,,,U19-04,04Q_C,N,The mood changes fast.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1189.mp3,8
1190,1190,RU,9.78151E+12,Russian 5,19,,,U19-04,04R_C,F,__________ ________ ______.,Nasroenie meniaetsia bystro.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1190.mp3,8
1191,1191,RU,9.78151E+12,Russian 5,19,,,U19-04,04Q_D,N,The temperature changes fast.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1191.mp3,19
1192,1192,RU,9.78151E+12,Russian 5,19,,,U19-04,04R_D,F,___________ ________ ______.,Temperatura meniaetsia bystro.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1192.mp3,19
1193,1193,RU,9.78151E+12,Russian 5,19,,,U19-05,05Q_A,N,I eat fish.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1193.mp3,6
1194,1194,RU,9.78151E+12,Russian 5,19,,,U19-05,05R_A,F,_ __ ____.,Ia em rybu.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1194.mp3,6
1195,1195,RU,9.78151E+12,Russian 5,19,,,U19-05,05Q_B,N,I eat meat.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1195.mp3,6
1196,1196,RU,9.78151E+12,Russian 5,19,,,U19-05,05R_B,F,_ __ ____.,Ia em miaso.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1196.mp3,6
1197,1197,RU,9.78151E+12,Russian 5,19,,,U19-05,05Q_C,N,I eat vegetables.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1197.mp3,6
1198,1198,RU,9.78151E+12,Russian 5,19,,,U19-05,05R_C,M,_ __ _____.,Ia em ovoshchi.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1198.mp3,6
1199,1199,RU,9.78151E+12,Russian 5,19,,,U19-05,05Q_D,N,I eat ice cream.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1199.mp3,6
1200,1200,RU,9.78151E+12,Russian 5,19,,,U19-05,05R_D,M,_ __ _________.,Ia em morozhenoje.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1200.mp3,6
1201,1201,RU,9.78151E+12,Russian 5,19,,,U19-06,06Q_A,N,We havenÕt been in touch for a long time.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1201.mp3,"3,5"
1202,1202,RU,9.78151E+12,Russian 5,19,,,U19-06,06R_A,M,__ _____ __ ________.,My davno ne obshchalisÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1202.mp3,"3,5"
1203,1203,RU,9.78151E+12,Russian 5,19,,,U19-06,06Q_B,N,We havenÕt been in touch for a month.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1203.mp3,"5,17"
1204,1204,RU,9.78151E+12,Russian 5,19,,,U19-06,06R_B,M,__ __ ________ _____.,My ne obshchialis mesiats.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1204.mp3,"5,17"
1205,1205,RU,9.78151E+12,Russian 5,19,,,U19-06,06Q_C,N,We were in touch only for a month.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1205.mp3,17
1206,1206,RU,9.78151E+12,Russian 5,19,,,U19-06,06R_C,M,__ ________ ______ _____.,My obshchialis tolÕko mesiats.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1206.mp3,17
1207,1207,RU,9.78151E+12,Russian 5,19,,,U19-06,06Q_D,N,We havenÕt seen each other for ages.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1207.mp3,"5,10"
1208,1208,RU,9.78151E+12,Russian 5,19,,,U19-06,06R_D,F,__ ___ ___ __ ________.,My sto let ne videlisÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1208.mp3,"5,10"
1209,1209,RU,9.78151E+12,Russian 5,19,,,U19-07,07Q_A,N,What beautiful architecture!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1209.mp3,7
1210,1210,RU,9.78151E+12,Russian 5,19,,,U19-07,07R_A,F,_____ ________ ___________!,Kakaia krasivaia arhitektura!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1210.mp3,7
1211,1211,RU,9.78151E+12,Russian 5,19,,,U19-07,07Q_B,N,What unusual architecture!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1211.mp3,7
1212,1212,RU,9.78151E+12,Russian 5,19,,,U19-07,07R_B,F,_____ _________ ___________!,Kakaia neobychnaia arhitektura!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1212.mp3,7
1213,1213,RU,9.78151E+12,Russian 5,19,,,U19-07,07Q_C,N,What a wonderful apartment!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1213.mp3,7
1214,1214,RU,9.78151E+12,Russian 5,19,,,U19-07,07R_C,F,_____ _____________ ________!,Kakaia zamechatelÕnaia kvartira!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1214.mp3,7
1215,1215,RU,9.78151E+12,Russian 5,19,,,U19-07,07Q_D,N,What a wonderful niece!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1215.mp3,5
1216,1216,RU,9.78151E+12,Russian 5,19,,,U19-07,07R_D,F,_____ _____________ __________!,Kakaia zamechatelÕnaia plemiannitsa!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1216.mp3,5
1217,1217,RU,9.78151E+12,Russian 5,19,,,U19-08,08Q_A,N,We have come not in vain.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1217.mp3,7
1218,1218,RU,9.78151E+12,Russian 5,19,,,U19-08,08R_A,M,__ ______ __ ___.,My prishli ne zria.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1218.mp3,7
1219,1219,RU,9.78151E+12,Russian 5,19,,,U19-08,08Q_B,N,We have just come.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1219.mp3,7
1220,1220,RU,9.78151E+12,Russian 5,19,,,U19-08,08R_B,M,__ ______ ___ ______.,My tolÕko chto prishli.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1220.mp3,7
1221,1221,RU,9.78151E+12,Russian 5,19,,,U19-08,08Q_C,N,WeÕre glad that youÕve come.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1221.mp3,"5,10"
1222,1222,RU,9.78151E+12,Russian 5,19,,,U19-08,08R_C,M,"__ ____, ___ __ ______.","My rady, chto Vy prishli.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1222.mp3,"5,10"
1223,1223,RU,9.78151E+12,Russian 5,19,,,U19-08,08Q_D,N,We bought tickets not in vain.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1223.mp3,"1,14"
1224,1224,RU,9.78151E+12,Russian 5,19,,,U19-08,08R_D,M,__ ______ ______ __ ___.,My kupili bilety ne zria.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1224.mp3,"1,14"
1225,1225,RU,9.78151E+12,Russian 5,20,,,U20-01,01Q_A,N,I canÕt resist.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1225.mp3,7
1226,1226,RU,9.78151E+12,Russian 5,20,,,U20-01,01R_A,M,_ __ ____ __________.,Ia ne mogu uderzhatÕsia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1226.mp3,7
1227,1227,RU,9.78151E+12,Russian 5,20,,,U20-01,01Q_B,N,I canÕt believe.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1227.mp3,7
1228,1228,RU,9.78151E+12,Russian 5,20,,,U20-01,01R_B,F,_ __ ____ ________.,Ia ne mogu poveritÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1228.mp3,7
1229,1229,RU,9.78151E+12,Russian 5,20,,,U20-01,01Q_C,N,I canÕt relax.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1229.mp3,8
1230,1230,RU,9.78151E+12,Russian 5,20,,,U20-01,01R_C,F,_ __ ____ ____________.,Ia ne mogu rasslabitÕsia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1230.mp3,8
1231,1231,RU,9.78151E+12,Russian 5,20,,,U20-01,01Q_D,N,I canÕt pay.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1231.mp3,"11,14,16"
1232,1232,RU,9.78151E+12,Russian 5,20,,,U20-01,01R_D,F,_ __ ____ _________.,Ia ne mogu zaplatitÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1232.mp3,"11,14,16"
1233,1233,RU,9.78151E+12,Russian 5,20,,,U20-02,02Q_A,N,What do you have for dessert?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1233.mp3,6
1234,1234,RU,9.78151E+12,Russian 5,20,,,U20-02,02R_A,F,___ _ ___ __ ______?,Chto u Vas na desert?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1234.mp3,6
1235,1235,RU,9.78151E+12,Russian 5,20,,,U20-02,02Q_B,N,What do you have for lunch?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1235.mp3,6
1236,1236,RU,9.78151E+12,Russian 5,20,,,U20-02,02R_B,F,___ _ ___ __ ____?,Chto u Vas na obed?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1236.mp3,6
1237,1237,RU,9.78151E+12,Russian 5,20,,,U20-02,02Q_C,N,Where do you have pain?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1237.mp3,8
1238,1238,RU,9.78151E+12,Russian 5,20,,,U20-02,02R_C,M,___ _ ___ _____?,Chto u Vas bolit?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1238.mp3,8
1239,1239,RU,9.78151E+12,Russian 5,20,,,U20-02,02Q_D,N,What do you have for dinner?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1239.mp3,6
1240,1240,RU,9.78151E+12,Russian 5,20,,,U20-02,02R_D,M,___ _ ___ __ ____?,Chto u Vas na uzhin?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1240.mp3,6
1241,1241,RU,9.78151E+12,Russian 5,20,,,U20-03,03Q_A,N,Pass the bread.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1241.mp3,"6,16"
1242,1242,RU,9.78151E+12,Russian 5,20,,,U20-03,03R_A,M,_________ ____.,Peredajte hleb.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1242.mp3,"6,16"
1243,1243,RU,9.78151E+12,Russian 5,20,,,U20-03,03Q_B,N,Pass the salt.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1243.mp3,"6,16"
1244,1244,RU,9.78151E+12,Russian 5,20,,,U20-03,03R_B,M,_________ ____.,Peredajte solÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1244.mp3,"6,16"
1245,1245,RU,9.78151E+12,Russian 5,20,,,U20-03,03Q_C,N,Pass the pepper.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1245.mp3,"6,16"
1246,1246,RU,9.78151E+12,Russian 5,20,,,U20-03,03R_C,M,_________ _____.,Peredajte perets.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1246.mp3,"6,16"
1247,1247,RU,9.78151E+12,Russian 5,20,,,U20-03,03Q_D,N,Say hi.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1247.mp3,"10,13"
1248,1248,RU,9.78151E+12,Russian 5,20,,,U20-03,03R_D,F,_________ ______.,Peredajte privet.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1248.mp3,"10,13"
1249,1249,RU,9.78151E+12,Russian 5,20,,,U20-04,04Q_A,N,Cake is worth it.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1249.mp3,6
1250,1250,RU,9.78151E+12,Russian 5,20,,,U20-04,04R_A,F,____ ____ _____.,Tort tovo stoit.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1250.mp3,6
1251,1251,RU,9.78151E+12,Russian 5,20,,,U20-04,04Q_B,N,ItÕs worth it.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1251.mp3,7
1252,1252,RU,9.78151E+12,Russian 5,20,,,U20-04,04R_B,F,___ ____ _____.,Ono tovo stoit.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1252.mp3,7
1253,1253,RU,9.78151E+12,Russian 5,20,,,U20-04,04Q_C,N,ItÕs not worth waiting.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1253.mp3,1
1254,1254,RU,9.78151E+12,Russian 5,20,,,U20-04,04R_C,F,_____ __ _____.,ZhdatÕ ne stoit.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1254.mp3,1
1255,1255,RU,9.78151E+12,Russian 5,20,,,U20-04,04Q_D,N,This bookÕs worth reading.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1255.mp3,1
1256,1256,RU,9.78151E+12,Russian 5,20,,,U20-04,04R_D,F,___ _____ _____ _________.,étu knigu stoit prochitatÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1256.mp3,1
1257,1257,RU,9.78151E+12,Russian 5,20,,,U20-05,05Q_A,N,Have no doubt. (informal),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1257.mp3,7
1258,1258,RU,9.78151E+12,Russian 5,20,,,U20-05,05R_A,M,__ __________.,Ne somnevajsia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1258.mp3,7
