Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,Snippet Name,Skills
1167,1167,GR,978-1-4423-7056-2,German 4,19,,,U19-02,02Q_D,N,I don’t have a good television.,9781442370562_German_4_QZ_1167.mp3,"1,7"
1168,1168,GR,978-1-4423-7056-2,German 4,19,,,U19-02,02R_D,F,Ich habe keinen guten Fernseher.,9781442370562_German_4_QZ_1168.mp3,"1,7"
1169,1169,GR,978-1-4423-7056-2,German 4,19,,,U19-03,03Q_A,N,It’s no longer so serious.,9781442370562_German_4_QZ_1169.mp3,"7,8"
1170,1170,GR,978-1-4423-7056-2,German 4,19,,,U19-03,03R_A,M,Es ist nicht mehr so schlimm.,9781442370562_German_4_QZ_1170.mp3,"7,8"
1171,1171,GR,978-1-4423-7056-2,German 4,19,,,U19-03,03Q_B,N,It’s not very serious.,9781442370562_German_4_QZ_1171.mp3,"7,8"
1172,1172,GR,978-1-4423-7056-2,German 4,19,,,U19-03,03R_B,F,Es ist nicht sehr schlimm.,9781442370562_German_4_QZ_1172.mp3,"7,8"
1173,1173,GR,978-1-4423-7056-2,German 4,19,,,U19-03,03Q_C,N,It’s no doubt very serious.,9781442370562_German_4_QZ_1173.mp3,"7,8"
1174,1174,GR,978-1-4423-7056-2,German 4,19,,,U19-03,03R_C,M,Es ist bestimmt sehr schlimm.,9781442370562_German_4_QZ_1174.mp3,"7,8"
1175,1175,GR,978-1-4423-7056-2,German 4,19,,,U19-03,03Q_D,N,It won’t be so serious.,9781442370562_German_4_QZ_1175.mp3,"7,8"
1176,1176,GR,978-1-4423-7056-2,German 4,19,,,U19-03,03R_D,F,Es wird nicht so schlimm sein.,9781442370562_German_4_QZ_1176.mp3,"7,8"
1177,1177,GR,978-1-4423-7056-2,German 4,19,,,U19-04,04Q_A,N,Because of my work I didn’t have enough time.,9781442370562_German_4_QZ_1177.mp3,"17,20"
1178,1178,GR,978-1-4423-7056-2,German 4,19,,,U19-04,04R_A,M,Wegen meiner Arbeit hatte ich nicht genug Zeit.,9781442370562_German_4_QZ_1178.mp3,"17,20"
1179,1179,GR,978-1-4423-7056-2,German 4,19,,,U19-04,04Q_B,N,Because of my work I had more than enough time.,9781442370562_German_4_QZ_1179.mp3,"17,20"
1180,1180,GR,978-1-4423-7056-2,German 4,19,,,U19-04,04R_B,F,Wegen meiner Arbeit hatte ich mehr als genug Zeit.,9781442370562_German_4_QZ_1180.mp3,"17,20"
1181,1181,GR,978-1-4423-7056-2,German 4,19,,,U19-04,04Q_C,N,Because of your work you never have enough time.,9781442370562_German_4_QZ_1181.mp3,"17,20"
1182,1182,GR,978-1-4423-7056-2,German 4,19,,,U19-04,04R_C,M,Wegen deiner Arbeit hast du nie genug Zeit.,9781442370562_German_4_QZ_1182.mp3,"17,20"
1183,1183,GR,978-1-4423-7056-2,German 4,19,,,U19-04,04Q_D,N,Because of your work you didn’t have enough time.,9781442370562_German_4_QZ_1183.mp3,"17,20"
1184,1184,GR,978-1-4423-7056-2,German 4,19,,,U19-04,04R_D,F,Wegen deiner Arbeit hattest du nicht genug Zeit.,9781442370562_German_4_QZ_1184.mp3,"17,20"
1185,1185,GR,978-1-4423-7056-2,German 4,19,,,U19-05,05Q_A,N,What was it about?,9781442370562_German_4_QZ_1185.mp3,7
1186,1186,GR,978-1-4423-7056-2,German 4,19,,,U19-05,05R_A,M,Worüber war es?,9781442370562_German_4_QZ_1186.mp3,7
1187,1187,GR,978-1-4423-7056-2,German 4,19,,,U19-05,05Q_B,N,What’s it about?,9781442370562_German_4_QZ_1187.mp3,7
1188,1188,GR,978-1-4423-7056-2,German 4,19,,,U19-05,05R_B,F,Worüber ist es?,9781442370562_German_4_QZ_1188.mp3,7
1189,1189,GR,978-1-4423-7056-2,German 4,19,,,U19-05,05Q_C,N,Was it about that?,9781442370562_German_4_QZ_1189.mp3,7
1190,1190,GR,978-1-4423-7056-2,German 4,19,,,U19-05,05R_C,M,War es darüber?,9781442370562_German_4_QZ_1190.mp3,7
1191,1191,GR,978-1-4423-7056-2,German 4,19,,,U19-05,05Q_D,N,Was it across?,9781442370562_German_4_QZ_1191.mp3,4
1192,1192,GR,978-1-4423-7056-2,German 4,19,,,U19-05,05R_D,F,War es gegenüber?,9781442370562_German_4_QZ_1192.mp3,4
1193,1193,GR,978-1-4423-7056-2,German 4,19,,,U19-06,06Q_A,N,Quedlinburg isn’t very far from it.,9781442370562_German_4_QZ_1193.mp3,"4,18"
1194,1194,GR,978-1-4423-7056-2,German 4,19,,,U19-06,06R_A,M,Quedlinburg ist nicht sehr weit davon.,9781442370562_German_4_QZ_1194.mp3,"4,18"
1195,1195,GR,978-1-4423-7056-2,German 4,19,,,U19-06,06Q_B,N,It’s not very far to Quedlinburg.,9781442370562_German_4_QZ_1195.mp3,"4,18"
1196,1196,GR,978-1-4423-7056-2,German 4,19,,,U19-06,06R_B,F,Es ist nicht sehr weit nach Quedlinburg.,9781442370562_German_4_QZ_1196.mp3,"4,18"
1197,1197,GR,978-1-4423-7056-2,German 4,19,,,U19-06,06Q_C,N,Quedlinburg is much farther.,9781442370562_German_4_QZ_1197.mp3,"4,18"
1198,1198,GR,978-1-4423-7056-2,German 4,19,,,U19-06,06R_C,M,Quedlinburg ist viel weiter.,9781442370562_German_4_QZ_1198.mp3,"4,18"
1199,1199,GR,978-1-4423-7056-2,German 4,19,,,U19-06,06Q_D,N,Quedlinburg isn’t very far from here.,9781442370562_German_4_QZ_1199.mp3,"4,18"
1200,1200,GR,978-1-4423-7056-2,German 4,19,,,U19-06,06R_D,F,Quedlinburg ist nicht sehr weit von hier.,9781442370562_German_4_QZ_1200.mp3,"4,18"
1201,1201,GR,978-1-4423-7056-2,German 4,19,,,U19-07,07Q_A,N,I would like to have gone there.,9781442370562_German_4_QZ_1201.mp3,"1,18"
1202,1202,GR,978-1-4423-7056-2,German 4,19,,,U19-07,07R_A,M,Ich wäre gern dorthin gefahren.,9781442370562_German_4_QZ_1202.mp3,"1,18"
1203,1203,GR,978-1-4423-7056-2,German 4,19,,,U19-07,07Q_B,N,I would like to have gone along.,9781442370562_German_4_QZ_1203.mp3,"1,18"
1204,1204,GR,978-1-4423-7056-2,German 4,19,,,U19-07,07R_B,F,Ich wäre gern mitgefahren.,9781442370562_German_4_QZ_1204.mp3,"1,18"
1205,1205,GR,978-1-4423-7056-2,German 4,19,,,U19-07,07Q_C,N,I would enjoy going there.,9781442370562_German_4_QZ_1205.mp3,"1,18"
1206,1206,GR,978-1-4423-7056-2,German 4,19,,,U19-07,07R_C,M,Ich würde gern dorthin fahren.,9781442370562_German_4_QZ_1206.mp3,"1,18"
1207,1207,GR,978-1-4423-7056-2,German 4,19,,,U19-07,07Q_D,N,I always enjoy going there.,9781442370562_German_4_QZ_1207.mp3,"1,17,18"
1208,1208,GR,978-1-4423-7056-2,German 4,19,,,U19-07,07R_D,F,Ich fahre immer gern dorthin.,9781442370562_German_4_QZ_1208.mp3,"1,17,18"
1209,1209,GR,978-1-4423-7056-2,German 4,19,,,U19-08,08Q_A,N,At the moment my television doesn’t work right.,9781442370562_German_4_QZ_1209.mp3,9
1210,1210,GR,978-1-4423-7056-2,German 4,19,,,U19-08,08R_A,M,Im Moment funktioniert mein Fernseher nicht richtig.,9781442370562_German_4_QZ_1210.mp3,9
1211,1211,GR,978-1-4423-7056-2,German 4,19,,,U19-08,08Q_B,N,Normally my television doesn’t work right.,9781442370562_German_4_QZ_1211.mp3,9
1212,1212,GR,978-1-4423-7056-2,German 4,19,,,U19-08,08R_B,F,Normalerweise funktioniert mein Fernseher nicht richtig.,9781442370562_German_4_QZ_1212.mp3,9
1213,1213,GR,978-1-4423-7056-2,German 4,19,,,U19-08,08Q_C,N,Sometimes my television doesn’t work right.,9781442370562_German_4_QZ_1213.mp3,17
1214,1214,GR,978-1-4423-7056-2,German 4,19,,,U19-08,08R_C,M,Manchmal funktioniert mein Fernseher nicht richtig.,9781442370562_German_4_QZ_1214.mp3,17
1215,1215,GR,978-1-4423-7056-2,German 4,19,,,U19-08,08Q_D,N,Usually my television doesn’t work right.,9781442370562_German_4_QZ_1215.mp3,9
1216,1216,GR,978-1-4423-7056-2,German 4,19,,,U19-08,08R_D,F,Meistens funktioniert mein Fernseher nicht richtig.,9781442370562_German_4_QZ_1216.mp3,9
1217,1217,GR,978-1-4423-7056-2,German 4,20,,,U20-01,01Q_A,N,Did you have them repaired?,9781442370562_German_4_QZ_1217.mp3,20
1218,1218,GR,978-1-4423-7056-2,German 4,20,,,U20-01,01R_A,F,Hast du sie reparieren lassen?,9781442370562_German_4_QZ_1218.mp3,20
1219,1219,GR,978-1-4423-7056-2,German 4,20,,,U20-01,01Q_B,N,Do you have to have them repaired?,9781442370562_German_4_QZ_1219.mp3,20
1220,1220,GR,978-1-4423-7056-2,German 4,20,,,U20-01,01R_B,F,Musst du sie reparieren lassen?,9781442370562_German_4_QZ_1220.mp3,20
1221,1221,GR,978-1-4423-7056-2,German 4,20,,,U20-01,01Q_C,N,Did he have them repaired?,9781442370562_German_4_QZ_1221.mp3,20
1222,1222,GR,978-1-4423-7056-2,German 4,20,,,U20-01,01R_C,F,Hat er sie reparieren lassen?,9781442370562_German_4_QZ_1222.mp3,20
1223,1223,GR,978-1-4423-7056-2,German 4,20,,,U20-01,01Q_D,N,Did you have it repaired?,9781442370562_German_4_QZ_1223.mp3,"18,20"
1224,1224,GR,978-1-4423-7056-2,German 4,20,,,U20-01,01R_D,F,Hast du es reparieren lassen?,9781442370562_German_4_QZ_1224.mp3,"18,20"
1225,1225,GR,978-1-4423-7056-2,German 4,20,,,U20-02,02Q_A,N,I left my glasses somewhere.,9781442370562_German_4_QZ_1225.mp3,"4,8,16"
1226,1226,GR,978-1-4423-7056-2,German 4,20,,,U20-02,02R_A,F,Ich habe meine Brille irgendwo liegen lassen.,9781442370562_German_4_QZ_1226.mp3,"4,8,16"
1227,1227,GR,978-1-4423-7056-2,German 4,20,,,U20-02,02Q_B,N,I left my book somewhere.,9781442370562_German_4_QZ_1227.mp3,1
1228,1228,GR,978-1-4423-7056-2,German 4,20,,,U20-02,02R_B,F,Ich habe mein Buch irgendwo liegen lassen.,9781442370562_German_4_QZ_1228.mp3,1
1229,1229,GR,978-1-4423-7056-2,German 4,20,,,U20-02,02Q_C,N,I left my glasses there.,9781442370562_German_4_QZ_1229.mp3,7
1230,1230,GR,978-1-4423-7056-2,German 4,20,,,U20-02,02R_C,M,Ich habe meine Brille dort liegen lassen.,9781442370562_German_4_QZ_1230.mp3,7
1231,1231,GR,978-1-4423-7056-2,German 4,20,,,U20-02,02Q_D,N,I left my pen somewhere.,9781442370562_German_4_QZ_1231.mp3,7
1232,1232,GR,978-1-4423-7056-2,German 4,20,,,U20-02,02R_D,F,Ich habe meinen Kuli irgendwo liegen lassen.,9781442370562_German_4_QZ_1232.mp3,7
1233,1233,GR,978-1-4423-7056-2,German 4,20,,,U20-03,03Q_A,N,I had never heard of it.,9781442370562_German_4_QZ_1233.mp3,"9,17"
1234,1234,GR,978-1-4423-7056-2,German 4,20,,,U20-03,03R_A,F,Ich hatte nie davon gehört.,9781442370562_German_4_QZ_1234.mp3,"9,17"
1235,1235,GR,978-1-4423-7056-2,German 4,20,,,U20-03,03Q_B,N,I have never heard of it.,9781442370562_German_4_QZ_1235.mp3,"9,17"
1236,1236,GR,978-1-4423-7056-2,German 4,20,,,U20-03,03R_B,F,Ich habe nie davon gehört.,9781442370562_German_4_QZ_1236.mp3,"9,17"
1237,1237,GR,978-1-4423-7056-2,German 4,20,,,U20-03,03Q_C,N,I had already heard of it.,9781442370562_German_4_QZ_1237.mp3,"7,17"
1238,1238,GR,978-1-4423-7056-2,German 4,20,,,U20-03,03R_C,F,Ich hatte schon davon gehört.,9781442370562_German_4_QZ_1238.mp3,"7,17"
1239,1239,GR,978-1-4423-7056-2,German 4,20,,,U20-03,03Q_D,N,I have already heard of it.,9781442370562_German_4_QZ_1239.mp3,17
1240,1240,GR,978-1-4423-7056-2,German 4,20,,,U20-03,03R_D,F,Ich habe schon davon gehört.,9781442370562_German_4_QZ_1240.mp3,17
1241,1241,GR,978-1-4423-7056-2,German 4,20,,,U20-04,04Q_A,N,Tomorrow the weather ought to become still warmer.,9781442370562_German_4_QZ_1241.mp3,"17,19"
1242,1242,GR,978-1-4423-7056-2,German 4,20,,,U20-04,04R_A,M,Morgen soll das Wetter noch wärmer werden.,9781442370562_German_4_QZ_1242.mp3,"17,19"
1243,1243,GR,978-1-4423-7056-2,German 4,20,,,U20-04,04Q_B,N,Tomorrow the weather ought to become much warmer.,9781442370562_German_4_QZ_1243.mp3,"17,19"
1244,1244,GR,978-1-4423-7056-2,German 4,20,,,U20-04,04R_B,F,Morgen soll das Wetter viel wärmer werden.,9781442370562_German_4_QZ_1244.mp3,"17,19"
1245,1245,GR,978-1-4423-7056-2,German 4,20,,,U20-04,04Q_C,N,Tomorrow the weather ought to become warmer and warmer.,9781442370562_German_4_QZ_1245.mp3,"17,19"
1246,1246,GR,978-1-4423-7056-2,German 4,20,,,U20-04,04R_C,M,Morgen soll das Wetter immer wärmer werden.,9781442370562_German_4_QZ_1246.mp3,"17,19"
1247,1247,GR,978-1-4423-7056-2,German 4,20,,,U20-04,04Q_D,N,Tomorrow the weather ought to become a little warmer.,9781442370562_German_4_QZ_1247.mp3,"17,19"
1248,1248,GR,978-1-4423-7056-2,German 4,20,,,U20-04,04R_D,F,Morgen soll das Wetter ein bisschen wärmer werden.,9781442370562_German_4_QZ_1248.mp3,"17,19"
1249,1249,GR,978-1-4423-7056-2,German 4,20,,,U20-05,05Q_A,N,Which color does your umbrella have?,9781442370562_German_4_QZ_1249.mp3,19
1250,1250,GR,978-1-4423-7056-2,German 4,20,,,U20-05,05R_A,F,Welche Farbe hat dein Regenschirm?,9781442370562_German_4_QZ_1250.mp3,19
1251,1251,GR,978-1-4423-7056-2,German 4,20,,,U20-05,05Q_B,N,Which color does your handbag have?,9781442370562_German_4_QZ_1251.mp3,"14,18"
1252,1252,GR,978-1-4423-7056-2,German 4,20,,,U20-05,05R_B,F,Welche Farbe hat deine Handtasche?,9781442370562_German_4_QZ_1252.mp3,"14,18"
1253,1253,GR,978-1-4423-7056-2,German 4,20,,,U20-05,05Q_C,N,Which color does her umbrella have?,9781442370562_German_4_QZ_1253.mp3,19
1254,1254,GR,978-1-4423-7056-2,German 4,20,,,U20-05,05R_C,F,Welche Farbe hat ihr Regenschirm?,9781442370562_German_4_QZ_1254.mp3,19
1255,1255,GR,978-1-4423-7056-2,German 4,20,,,U20-05,05Q_D,N,Which color does her handbag have?,9781442370562_German_4_QZ_1255.mp3,"14,18"
1256,1256,GR,978-1-4423-7056-2,German 4,20,,,U20-05,05R_D,F,Welche Farbe hat ihre Handtasche?,9781442370562_German_4_QZ_1256.mp3,"14,18"
1257,1257,GR,978-1-4423-7056-2,German 4,20,,,U20-06,06Q_A,N,Pleased to meet you.,9781442370562_German_4_QZ_1257.mp3,"10,13,16"
1258,1258,GR,978-1-4423-7056-2,German 4,20,,,U20-06,06R_A,F,Freut mich.,9781442370562_German_4_QZ_1258.mp3,"10,13,16"
1259,1259,GR,978-1-4423-7056-2,German 4,20,,,U20-06,06Q_B,N,The same to you.,9781442370562_German_4_QZ_1259.mp3,"10,13"
1260,1260,GR,978-1-4423-7056-2,German 4,20,,,U20-06,06R_B,F,Gleichfalls.,9781442370562_German_4_QZ_1260.mp3,"10,13"
1261,1261,GR,978-1-4423-7056-2,German 4,20,,,U20-06,06Q_C,N,It depends.,9781442370562_German_4_QZ_1261.mp3,"7,9"
1262,1262,GR,978-1-4423-7056-2,German 4,20,,,U20-06,06R_C,F,Es kommt darauf an.,9781442370562_German_4_QZ_1262.mp3,"7,9"
1263,1263,GR,978-1-4423-7056-2,German 4,20,,,U20-06,06Q_D,N,I look forward to it.,9781442370562_German_4_QZ_1263.mp3,"1,13"
1264,1264,GR,978-1-4423-7056-2,German 4,20,,,U20-06,06R_D,M,Ich freue mich darauf.,9781442370562_German_4_QZ_1264.mp3,"1,13"
1265,1265,GR,978-1-4423-7056-2,German 4,20,,,U20-07,07Q_A,N,Any time at all this afternoon.,9781442370562_German_4_QZ_1265.mp3,17
1266,1266,GR,978-1-4423-7056-2,German 4,20,,,U20-07,07R_A,M,Irgendwann heute Nachmittag.,9781442370562_German_4_QZ_1266.mp3,17
1267,1267,GR,978-1-4423-7056-2,German 4,20,,,U20-07,07Q_B,N,Any time at all this morning.,9781442370562_German_4_QZ_1267.mp3,17
1268,1268,GR,978-1-4423-7056-2,German 4,20,,,U20-07,07R_B,F,Irgendwann heute Vormittag.,9781442370562_German_4_QZ_1268.mp3,17
1269,1269,GR,978-1-4423-7056-2,German 4,20,,,U20-07,07Q_C,N,Anywhere at all this afternoon.,9781442370562_German_4_QZ_1269.mp3,"7,17"
1270,1270,GR,978-1-4423-7056-2,German 4,20,,,U20-07,07R_C,M,Irgendwo heute Nachmittag.,9781442370562_German_4_QZ_1270.mp3,"7,17"
1271,1271,GR,978-1-4423-7056-2,German 4,20,,,U20-07,07Q_D,N,Anywhere at all this morning.,9781442370562_German_4_QZ_1271.mp3,17
1272,1272,GR,978-1-4423-7056-2,German 4,20,,,U20-07,07R_D,F,Irgendwo heute Vormittag.,9781442370562_German_4_QZ_1272.mp3,17
1273,1273,GR,978-1-4423-7056-2,German 4,20,,,U20-08,08Q_A,N,"If I had time, I would go to Berlin.",9781442370562_German_4_QZ_1273.mp3,"17,18"
1274,1274,GR,978-1-4423-7056-2,German 4,20,,,U20-08,08R_A,M,"Wenn ich Zeit hätte, würde ich nach Berlin fahren.",9781442370562_German_4_QZ_1274.mp3,"17,18"
1275,1275,GR,978-1-4423-7056-2,German 4,20,,,U20-08,08Q_B,N,"If I have time, I’m going to Berlin.",9781442370562_German_4_QZ_1275.mp3,"17,18"
1276,1276,GR,978-1-4423-7056-2,German 4,20,,,U20-08,08R_B,F,"Wenn ich Zeit habe, fahre ich nach Berlin.",9781442370562_German_4_QZ_1276.mp3,"17,18"
1277,1277,GR,978-1-4423-7056-2,German 4,20,,,U20-08,08Q_C,N,"If I had time, I would stay in Berlin.",9781442370562_German_4_QZ_1277.mp3,"17,18"
1278,1278,GR,978-1-4423-7056-2,German 4,20,,,U20-08,08R_C,M,"Wenn ich Zeit hätte, würde ich in Berlin bleiben.",9781442370562_German_4_QZ_1278.mp3,"17,18"
1279,1279,GR,978-1-4423-7056-2,German 4,20,,,U20-08,08Q_D,N,"When I have time, I stay in Berlin.",9781442370562_German_4_QZ_1279.mp3,"17,18"
1280,1280,GR,978-1-4423-7056-2,German 4,20,,,U20-08,08R_D,F,"Wenn ich Zeit habe, bleibe ich in Berlin.",9781442370562_German_4_QZ_1280.mp3,"17,18"
1281,1281,GR,978-1-4423-7056-2,German 4,21,,,U21-01,01Q_A,N,Many of our customers are concerned about the environment.,9781442370562_German_4_QZ_1281.mp3,"12,14,19,20"
1282,1282,GR,978-1-4423-7056-2,German 4,21,,,U21-01,01R_A,M,Viele unserer Kunden sind um die Umwelt besorgt.,9781442370562_German_4_QZ_1282.mp3,"12,14,19,20"
1283,1283,GR,978-1-4423-7056-2,German 4,21,,,U21-01,01Q_B,N,All of our customers are concerned about the environment.,9781442370562_German_4_QZ_1283.mp3,"14,19,20"
1284,1284,GR,978-1-4423-7056-2,German 4,21,,,U21-01,01R_B,F,Alle unserer Kunden sind um die Umwelt besorgt.,9781442370562_German_4_QZ_1284.mp3,"14,19,20"
1285,1285,GR,978-1-4423-7056-2,German 4,21,,,U21-01,01Q_C,N,A couple of our customers are concerned about the environment.,9781442370562_German_4_QZ_1285.mp3,"12,14,19,20"
1286,1286,GR,978-1-4423-7056-2,German 4,21,,,U21-01,01R_C,M,Ein paar unserer Kunden sind um die Umwelt besorgt.,9781442370562_German_4_QZ_1286.mp3,"12,14,19,20"
1287,1287,GR,978-1-4423-7056-2,German 4,21,,,U21-01,01Q_D,N,Most of our customers are concerned about the environment.,9781442370562_German_4_QZ_1287.mp3,"14,19,20"
1288,1288,GR,978-1-4423-7056-2,German 4,21,,,U21-01,01R_D,F,Die meisten unserer Kunden sind um die Umwelt besorgt.,9781442370562_German_4_QZ_1288.mp3,"14,19,20"
1289,1289,GR,978-1-4423-7056-2,German 4,21,,,U21-02,02Q_A,N,Traveling has become pretty expensive.,9781442370562_German_4_QZ_1289.mp3,"14,18"
1290,1290,GR,978-1-4423-7056-2,German 4,21,,,U21-02,02R_A,M,Reisen ist ziemlich teuer geworden.,9781442370562_German_4_QZ_1290.mp3,"14,18"
1291,1291,GR,978-1-4423-7056-2,German 4,21,,,U21-02,02Q_B,N,Traveling has unfortunately become expensive.,9781442370562_German_4_QZ_1291.mp3,"14,18"
1292,1292,GR,978-1-4423-7056-2,German 4,21,,,U21-02,02R_B,F,Reisen ist leider teuer geworden.,9781442370562_German_4_QZ_1292.mp3,"14,18"
1293,1293,GR,978-1-4423-7056-2,German 4,21,,,U21-02,02Q_C,N,Traveling is becoming more and more expensive.,9781442370562_German_4_QZ_1293.mp3,"14,18"
1294,1294,GR,978-1-4423-7056-2,German 4,21,,,U21-02,02R_C,M,Reisen wird immer teurer.,9781442370562_German_4_QZ_1294.mp3,"14,18"
1295,1295,GR,978-1-4423-7056-2,German 4,21,,,U21-02,02Q_D,N,Traveling is becoming pretty expensive.,9781442370562_German_4_QZ_1295.mp3,"14,18"
1296,1296,GR,978-1-4423-7056-2,German 4,21,,,U21-02,02R_D,F,Reisen wird ziemlich teuer.,9781442370562_German_4_QZ_1296.mp3,"14,18"
1297,1297,GR,978-1-4423-7056-2,German 4,21,,,U21-03,03Q_A,N,We know each other already.,9781442370562_German_4_QZ_1297.mp3,"10,17"
1298,1298,GR,978-1-4423-7056-2,German 4,21,,,U21-03,03R_A,M,Wir kennen uns schon.,9781442370562_German_4_QZ_1298.mp3,"10,17"
1299,1299,GR,978-1-4423-7056-2,German 4,21,,,U21-03,03Q_B,N,We often meet each other.,9781442370562_German_4_QZ_1299.mp3,"1,17"
1300,1300,GR,978-1-4423-7056-2,German 4,21,,,U21-03,03R_B,F,Wir treffen uns oft.,9781442370562_German_4_QZ_1300.mp3,"1,17"
1301,1301,GR,978-1-4423-7056-2,German 4,21,,,U21-03,03Q_C,N,We understand each other.,9781442370562_German_4_QZ_1301.mp3,15
1302,1302,GR,978-1-4423-7056-2,German 4,21,,,U21-03,03R_C,M,Wir verstehen uns.,9781442370562_German_4_QZ_1302.mp3,15
1303,1303,GR,978-1-4423-7056-2,German 4,21,,,U21-03,03Q_D,N,We don’t know each other yet.,9781442370562_German_4_QZ_1303.mp3,"10,17"
1304,1304,GR,978-1-4423-7056-2,German 4,21,,,U21-03,03R_D,F,Wir kennen uns noch nicht.,9781442370562_German_4_QZ_1304.mp3,"10,17"
1305,1305,GR,978-1-4423-7056-2,German 4,21,,,U21-04,04Q_A,N,How can we become still more environmentally friendly?,9781442370562_German_4_QZ_1305.mp3,19
1306,1306,GR,978-1-4423-7056-2,German 4,21,,,U21-04,04R_A,M,Wie können wir noch umweltfreundlicher werden?,9781442370562_German_4_QZ_1306.mp3,19
1307,1307,GR,978-1-4423-7056-2,German 4,21,,,U21-04,04Q_B,N,When can we become still more environmentally friendly?,9781442370562_German_4_QZ_1307.mp3,19
1308,1308,GR,978-1-4423-7056-2,German 4,21,,,U21-04,04R_B,F,Wann können wir noch umweltfreundlicher werden?,9781442370562_German_4_QZ_1308.mp3,19
1309,1309,GR,978-1-4423-7056-2,German 4,21,,,U21-04,04Q_C,N,Why can’t we become even more environmentally friendly?,9781442370562_German_4_QZ_1309.mp3,19
1310,1310,GR,978-1-4423-7056-2,German 4,21,,,U21-04,04R_C,M,Warum können wir nicht noch umweltfreundlicher werden?,9781442370562_German_4_QZ_1310.mp3,19
1311,1311,GR,978-1-4423-7056-2,German 4,21,,,U21-04,04Q_D,N,Don’t we want to become still more environmentally friendly?,9781442370562_German_4_QZ_1311.mp3,19
1312,1312,GR,978-1-4423-7056-2,German 4,21,,,U21-04,04R_D,F,Wollen wir nicht noch umweltfreundlicher werden?,9781442370562_German_4_QZ_1312.mp3,19
1313,1313,GR,978-1-4423-7056-2,German 4,21,,,U21-05,05Q_A,N,"If it were warmer, I would eat an ice cream.",9781442370562_German_4_QZ_1313.mp3,"1,6,19"
1314,1314,GR,978-1-4423-7056-2,German 4,21,,,U21-05,05R_A,M,"Wenn es wärmer wäre, würde ich ein Eis essen.",9781442370562_German_4_QZ_1314.mp3,"1,6,19"
1315,1315,GR,978-1-4423-7056-2,German 4,21,,,U21-05,05Q_B,N,"When it’s warmer, I’m going to eat an ice cream.",9781442370562_German_4_QZ_1315.mp3,"1,6,19"
1316,1316,GR,978-1-4423-7056-2,German 4,21,,,U21-05,05R_B,F,"Wenn es wärmer ist, esse ich ein Eis.",9781442370562_German_4_QZ_1316.mp3,"1,6,19"
1317,1317,GR,978-1-4423-7056-2,German 4,21,,,U21-05,05Q_C,N,"When it gets warmer, I’m going to eat an ice cream.",9781442370562_German_4_QZ_1317.mp3,"1,6,19"
1318,1318,GR,978-1-4423-7056-2,German 4,21,,,U21-05,05R_C,M,"Wenn es wärmer wird, esse ich ein Eis.",9781442370562_German_4_QZ_1318.mp3,"1,6,19"
1319,1319,GR,978-1-4423-7056-2,German 4,21,,,U21-05,05Q_D,N,"If it were warmer, I would definitely eat an ice cream.",9781442370562_German_4_QZ_1319.mp3,"1,6,19"
1320,1320,GR,978-1-4423-7056-2,German 4,21,,,U21-05,05R_D,F,"Wenn es wärmer wäre, würde ich bestimmt ein Eis essen.",9781442370562_German_4_QZ_1320.mp3,"1,6,19"
1321,1321,GR,978-1-4423-7056-2,German 4,21,,,U21-06,06Q_A,N,Does anyone else have a suggestion?,9781442370562_German_4_QZ_1321.mp3,"7,20"
1322,1322,GR,978-1-4423-7056-2,German 4,21,,,U21-06,06R_A,M,Hat noch jemand einen Vorschlag?,9781442370562_German_4_QZ_1322.mp3,"7,20"
1323,1323,GR,978-1-4423-7056-2,German 4,21,,,U21-06,06Q_B,N,Does anyone have a suggestion?,9781442370562_German_4_QZ_1323.mp3,"7,20"
1324,1324,GR,978-1-4423-7056-2,German 4,21,,,U21-06,06R_B,F,Hat jemand einen Vorschlag?,9781442370562_German_4_QZ_1324.mp3,"7,20"
1325,1325,GR,978-1-4423-7056-2,German 4,21,,,U21-06,06Q_C,N,Does anyone have another suggestion?,9781442370562_German_4_QZ_1325.mp3,"7,20"
1326,1326,GR,978-1-4423-7056-2,German 4,21,,,U21-06,06R_C,M,Hat jemand noch einen Vorschlag?,9781442370562_German_4_QZ_1326.mp3,"7,20"
1327,1327,GR,978-1-4423-7056-2,German 4,21,,,U21-06,06Q_D,N,Who has another suggestion?,9781442370562_German_4_QZ_1327.mp3,"7,20"
1328,1328,GR,978-1-4423-7056-2,German 4,21,,,U21-06,06R_D,F,Wer hat noch einen Vorschlag?,9781442370562_German_4_QZ_1328.mp3,"7,20"
1329,1329,GR,978-1-4423-7056-2,German 4,21,,,U21-07,07Q_A,N,I have a better idea.,9781442370562_German_4_QZ_1329.mp3,"7,20"
1330,1330,GR,978-1-4423-7056-2,German 4,21,,,U21-07,07R_A,F,Ich habe eine bessere Idee.,9781442370562_German_4_QZ_1330.mp3,"7,20"
