Control #,Rec,Lang,Source ISBN,Course,Unit Num,StartTime,StopTime,Cluster,Qz #,Spkr,Cue,Snippet Name,Skills
1198,1198,IT,978-1-4423-6191-1,Italian 4,19,,,U19-06,06R_C,M,"Per fortuna, può trovare un bancomat lì.",9781442370579_Italian_4_QZ_1198.mp3,11
1199,1199,IT,978-1-4423-6191-1,Italian 4,19,,,U19-06,06Q_D,N,"Unfortunately, I haven’t seen the credit cards yet.",9781442370579_Italian_4_QZ_1199.mp3,"11,14"
1200,1200,IT,978-1-4423-6191-1,Italian 4,19,,,U19-06,06R_D,F,"Purtroppo, non ho ancora visto le carte di credito.",9781442370579_Italian_4_QZ_1200.mp3,"11,14"
1201,1201,IT,978-1-4423-6191-1,Italian 4,19,,,U19-07,07Q_A,N,We could take a tour of the island right away.,9781442370579_Italian_4_QZ_1201.mp3,"1,4,17,18"
1202,1202,IT,978-1-4423-6191-1,Italian 4,19,,,U19-07,07R_A,M,Potremmo fare un giro dell’isola subito.,9781442370579_Italian_4_QZ_1202.mp3,"1,4,17,18"
1203,1203,IT,978-1-4423-6191-1,Italian 4,19,,,U19-07,07Q_B,N,We could take a tour by boat now.,9781442370579_Italian_4_QZ_1203.mp3,"1,17,18"
1204,1204,IT,978-1-4423-6191-1,Italian 4,19,,,U19-07,07R_B,F,Potremmo fare un giro in barca adesso.,9781442370579_Italian_4_QZ_1204.mp3,"1,17,18"
1205,1205,IT,978-1-4423-6191-1,Italian 4,19,,,U19-07,07Q_C,N,We should go to the pier for a tour by boat.,9781442370579_Italian_4_QZ_1205.mp3,"1,18"
1206,1206,IT,978-1-4423-6191-1,Italian 4,19,,,U19-07,07R_C,M,Dovremmo andare al molo per un giro in barca.,9781442370579_Italian_4_QZ_1206.mp3,"1,18"
1207,1207,IT,978-1-4423-6191-1,Italian 4,19,,,U19-07,07Q_D,N,We could give a look at the map.,9781442370579_Italian_4_QZ_1207.mp3,4
1208,1208,IT,978-1-4423-6191-1,Italian 4,19,,,U19-07,07R_D,F,Potremmo dare un’occhiata alla pianta.,9781442370579_Italian_4_QZ_1208.mp3,4
1209,1209,IT,978-1-4423-6191-1,Italian 4,19,,,U19-08,08Q_A,N,One can go to Sicily by ferryboat.,9781442370579_Italian_4_QZ_1209.mp3,18
1210,1210,IT,978-1-4423-6191-1,Italian 4,19,,,U19-08,08R_A,M,Si può andare in Sicilia in traghetto.,9781442370579_Italian_4_QZ_1210.mp3,18
1211,1211,IT,978-1-4423-6191-1,Italian 4,19,,,U19-08,08Q_B,N,I went to Sicily by ferryboat the last time.,9781442370579_Italian_4_QZ_1211.mp3,"5,17,18"
1212,1212,IT,978-1-4423-6191-1,Italian 4,19,,,U19-08,08R_B,F,Sono andata in Sicilia in traghetto l’ultima volta.,9781442370579_Italian_4_QZ_1212.mp3,"5,17,18"
1213,1213,IT,978-1-4423-6191-1,Italian 4,19,,,U19-08,08Q_C,N,Once I went to Sicily by ferryboat.,9781442370579_Italian_4_QZ_1213.mp3,"5,17,18"
1214,1214,IT,978-1-4423-6191-1,Italian 4,19,,,U19-08,08R_C,M,Una volta sono andato in Sicilia in traghetto.,9781442370579_Italian_4_QZ_1214.mp3,"5,17,18"
1215,1215,IT,978-1-4423-6191-1,Italian 4,19,,,U19-08,08Q_D,N,"Here, one can go to Sicily by ferryboat.",9781442370579_Italian_4_QZ_1215.mp3,"1,18"
1216,1216,IT,978-1-4423-6191-1,Italian 4,19,,,U19-08,08R_D,F,"Qui, si può andare in Sicilia in traghetto.",9781442370579_Italian_4_QZ_1216.mp3,"1,18"
1217,1217,IT,978-1-4423-6191-1,Italian 4,20,,,U20-01,01Q_A,N,There are many chances to see the local sights.,9781442370579_Italian_4_QZ_1217.mp3,"5,12"
1218,1218,IT,978-1-4423-6191-1,Italian 4,20,,,U20-01,01R_A,M,Ci sono molte possibilità di vedere le attrazioni locali.,9781442370579_Italian_4_QZ_1218.mp3,"5,12"
1219,1219,IT,978-1-4423-6191-1,Italian 4,20,,,U20-01,01Q_B,N,Here is a chance to see the local sights.,9781442370579_Italian_4_QZ_1219.mp3,"1,18"
1220,1220,IT,978-1-4423-6191-1,Italian 4,20,,,U20-01,01R_B,F,Ecco una possibilità di vedere le attrazioni locali.,9781442370579_Italian_4_QZ_1220.mp3,"1,18"
1221,1221,IT,978-1-4423-6191-1,Italian 4,20,,,U20-01,01Q_C,N,There are many chances to taste the local specialties.,9781442370579_Italian_4_QZ_1221.mp3,"1,5,6,12"
1222,1222,IT,978-1-4423-6191-1,Italian 4,20,,,U20-01,01R_C,M,Ci sono molte possibilità di assaggiare le specialità locali.,9781442370579_Italian_4_QZ_1222.mp3,"1,5,6,12"
1223,1223,IT,978-1-4423-6191-1,Italian 4,20,,,U20-01,01Q_D,N,We still have time to see the local sights,9781442370579_Italian_4_QZ_1223.mp3,17
1224,1224,IT,978-1-4423-6191-1,Italian 4,20,,,U20-01,01R_D,F,Abbiamo ancora tempo di vedere le attrazioni locali,9781442370579_Italian_4_QZ_1224.mp3,17
1225,1225,IT,978-1-4423-6191-1,Italian 4,20,,,U20-02,02Q_A,N,Let’s have a snack.,9781442370579_Italian_4_QZ_1225.mp3,6
1226,1226,IT,978-1-4423-6191-1,Italian 4,20,,,U20-02,02R_A,M,Facciamo uno spuntino.,9781442370579_Italian_4_QZ_1226.mp3,6
1227,1227,IT,978-1-4423-6191-1,Italian 4,20,,,U20-02,02Q_B,N,I’m hungry and I want to have a snack.,9781442370579_Italian_4_QZ_1227.mp3,"6,16"
1228,1228,IT,978-1-4423-6191-1,Italian 4,20,,,U20-02,02R_B,F,Ho fame e voglio fare uno spuntino.,9781442370579_Italian_4_QZ_1228.mp3,"6,16"
1229,1229,IT,978-1-4423-6191-1,Italian 4,20,,,U20-02,02Q_C,N,Let’s stop there and have a snack.,9781442370579_Italian_4_QZ_1229.mp3,"4,6"
1230,1230,IT,978-1-4423-6191-1,Italian 4,20,,,U20-02,02R_C,M,Fermiamoci lì e facciamo uno spuntino.,9781442370579_Italian_4_QZ_1230.mp3,"4,6"
1231,1231,IT,978-1-4423-6191-1,Italian 4,20,,,U20-02,02Q_D,N,Let’s have these cookies.,9781442370579_Italian_4_QZ_1231.mp3,"1,6"
1232,1232,IT,978-1-4423-6191-1,Italian 4,20,,,U20-02,02R_D,F,Facciamo questi biscotti.,9781442370579_Italian_4_QZ_1232.mp3,"1,6"
1233,1233,IT,978-1-4423-6191-1,Italian 4,20,,,U20-03,03Q_A,N,The guidebook says that the aquarium is the largest in Italy.,9781442370579_Italian_4_QZ_1233.mp3,12
1234,1234,IT,978-1-4423-6191-1,Italian 4,20,,,U20-03,03R_A,M,La guida dice che l’acquario è il più grande d’Italia.,9781442370579_Italian_4_QZ_1234.mp3,12
1235,1235,IT,978-1-4423-6191-1,Italian 4,20,,,U20-03,03Q_B,N,The guidebook says that the aquarium is huge.,9781442370579_Italian_4_QZ_1235.mp3,"3,18"
1236,1236,IT,978-1-4423-6191-1,Italian 4,20,,,U20-03,03R_B,F,La guida dice che l’acquario è enorme.,9781442370579_Italian_4_QZ_1236.mp3,"3,18"
1237,1237,IT,978-1-4423-6191-1,Italian 4,20,,,U20-03,03Q_C,N,The aquarium is the largest in Italy the guidebook says.,9781442370579_Italian_4_QZ_1237.mp3,12
1238,1238,IT,978-1-4423-6191-1,Italian 4,20,,,U20-03,03R_C,M,L’acquario è il più grande d’italia la guida dice.,9781442370579_Italian_4_QZ_1238.mp3,12
1239,1239,IT,978-1-4423-6191-1,Italian 4,20,,,U20-03,03Q_D,N,I think this guidebook says that the aquarium is near the pier.,9781442370579_Italian_4_QZ_1239.mp3,"4,18"
1240,1240,IT,978-1-4423-6191-1,Italian 4,20,,,U20-03,03R_D,F,Penso che questa guida dice che l’acquario è vincino al molo.,9781442370579_Italian_4_QZ_1240.mp3,"4,18"
1241,1241,IT,978-1-4423-6191-1,Italian 4,20,,,U20-04,04Q_A,N,I have another engagement on the ship.,9781442370579_Italian_4_QZ_1241.mp3,"1,18"
1242,1242,IT,978-1-4423-6191-1,Italian 4,20,,,U20-04,04R_A,M,Ho un’altro impegno sulla nave.,9781442370579_Italian_4_QZ_1242.mp3,"1,18"
1243,1243,IT,978-1-4423-6191-1,Italian 4,20,,,U20-04,04Q_B,N,I already have an engagement at the pool!,9781442370579_Italian_4_QZ_1243.mp3,1
1244,1244,IT,978-1-4423-6191-1,Italian 4,20,,,U20-04,04R_B,F,Ho già un impegno alla piscina!,9781442370579_Italian_4_QZ_1244.mp3,1
1245,1245,IT,978-1-4423-6191-1,Italian 4,20,,,U20-04,04Q_C,N,I already have an engagement this afternoon.,9781442370579_Italian_4_QZ_1245.mp3,"17,20"
1246,1246,IT,978-1-4423-6191-1,Italian 4,20,,,U20-04,04R_C,M,Ho già un impegno questo pomeriggio.,9781442370579_Italian_4_QZ_1246.mp3,"17,20"
1247,1247,IT,978-1-4423-6191-1,Italian 4,20,,,U20-04,04Q_D,N,I had a lot of fun on the ship.,9781442370579_Italian_4_QZ_1247.mp3,"5,12,18"
1248,1248,IT,978-1-4423-6191-1,Italian 4,20,,,U20-04,04R_D,F,Mi sono divertita molto sulla nave.,9781442370579_Italian_4_QZ_1248.mp3,"5,12,18"
1249,1249,IT,978-1-4423-6191-1,Italian 4,20,,,U20-05,05Q_A,N,We should give a look at the ticket office.,9781442370579_Italian_4_QZ_1249.mp3,"1,11,14"
1250,1250,IT,978-1-4423-6191-1,Italian 4,20,,,U20-05,05R_A,M,Dovremmo dare un’occhiata alla biglietteria.,9781442370579_Italian_4_QZ_1250.mp3,"1,11,14"
1251,1251,IT,978-1-4423-6191-1,Italian 4,20,,,U20-05,05Q_B,N,We should give a look at the schedules.,9781442370579_Italian_4_QZ_1251.mp3,"1,16,18"
1252,1252,IT,978-1-4423-6191-1,Italian 4,20,,,U20-05,05R_B,F,Dovremmo dare un’occhiata agli orari.,9781442370579_Italian_4_QZ_1252.mp3,"1,16,18"
1253,1253,IT,978-1-4423-6191-1,Italian 4,20,,,U20-05,05Q_C,N,We should give a look at the ticket prices.,9781442370579_Italian_4_QZ_1253.mp3,"1,11,14"
1254,1254,IT,978-1-4423-6191-1,Italian 4,20,,,U20-05,05R_C,M,Dovremmo dare un’occhiata ai prezzi dei biglietti.,9781442370579_Italian_4_QZ_1254.mp3,"1,11,14"
1255,1255,IT,978-1-4423-6191-1,Italian 4,20,,,U20-05,05Q_D,N,I can give a look on my cell phone.,9781442370579_Italian_4_QZ_1255.mp3,3
1256,1256,IT,978-1-4423-6191-1,Italian 4,20,,,U20-05,05R_D,F,Posso dare un’occhiata sul mio cellulare.,9781442370579_Italian_4_QZ_1256.mp3,3
1257,1257,IT,978-1-4423-6191-1,Italian 4,20,,,U20-06,06Q_A,N,I think that it’s near the pier.,9781442370579_Italian_4_QZ_1257.mp3,4
1258,1258,IT,978-1-4423-6191-1,Italian 4,20,,,U20-06,06R_A,M,Penso che sia vicino al molo.,9781442370579_Italian_4_QZ_1258.mp3,4
1259,1259,IT,978-1-4423-6191-1,Italian 4,20,,,U20-06,06Q_B,N,I think that it’s near the harbor.,9781442370579_Italian_4_QZ_1259.mp3,4
1260,1260,IT,978-1-4423-6191-1,Italian 4,20,,,U20-06,06R_B,F,Penso che sia vicino al porto.,9781442370579_Italian_4_QZ_1260.mp3,4
1261,1261,IT,978-1-4423-6191-1,Italian 4,20,,,U20-06,06Q_C,N,The aquarium is near the pier.,9781442370579_Italian_4_QZ_1261.mp3,"1,4"
1262,1262,IT,978-1-4423-6191-1,Italian 4,20,,,U20-06,06R_C,M,L’acquario è vicino al molo.,9781442370579_Italian_4_QZ_1262.mp3,"1,4"
1263,1263,IT,978-1-4423-6191-1,Italian 4,20,,,U20-06,06Q_D,N,I think that it’s a beautiful pastry shop.,9781442370579_Italian_4_QZ_1263.mp3,14
1264,1264,IT,978-1-4423-6191-1,Italian 4,20,,,U20-06,06R_D,F,Penso che sia una bella pasticceria.,9781442370579_Italian_4_QZ_1264.mp3,14
1265,1265,IT,978-1-4423-6191-1,Italian 4,20,,,U20-07,07Q_A,N,It would be relaxing.,9781442370579_Italian_4_QZ_1265.mp3,"1,9"
1266,1266,IT,978-1-4423-6191-1,Italian 4,20,,,U20-07,07R_A,M,Sarebbe rilassante.,9781442370579_Italian_4_QZ_1266.mp3,"1,9"
1267,1267,IT,978-1-4423-6191-1,Italian 4,20,,,U20-07,07Q_B,N,It would be perfect.,9781442370579_Italian_4_QZ_1267.mp3,16
1268,1268,IT,978-1-4423-6191-1,Italian 4,20,,,U20-07,07R_B,F,Sarebbe perfetto.,9781442370579_Italian_4_QZ_1268.mp3,16
1269,1269,IT,978-1-4423-6191-1,Italian 4,20,,,U20-07,07Q_C,N,It was exciting.,9781442370579_Italian_4_QZ_1269.mp3,"1,7,16"
1270,1270,IT,978-1-4423-6191-1,Italian 4,20,,,U20-07,07R_C,M,È stato emozionante.,9781442370579_Italian_4_QZ_1270.mp3,"1,7,16"
1271,1271,IT,978-1-4423-6191-1,Italian 4,20,,,U20-07,07Q_D,N,I had fun.,9781442370579_Italian_4_QZ_1271.mp3,5
1272,1272,IT,978-1-4423-6191-1,Italian 4,20,,,U20-07,07R_D,F,Mi sono divertita.,9781442370579_Italian_4_QZ_1272.mp3,5
1273,1273,IT,978-1-4423-6191-1,Italian 4,20,,,U20-08,08Q_A,N,We are waiting for a long time.,9781442370579_Italian_4_QZ_1273.mp3,"9,17"
1274,1274,IT,978-1-4423-6191-1,Italian 4,20,,,U20-08,08R_A,M,Stiamo aspettando da molto tempo.,9781442370579_Italian_4_QZ_1274.mp3,"9,17"
1275,1275,IT,978-1-4423-6191-1,Italian 4,20,,,U20-08,08Q_B,N,While we’re waiting let’s have a snack.,9781442370579_Italian_4_QZ_1275.mp3,6
1276,1276,IT,978-1-4423-6191-1,Italian 4,20,,,U20-08,08R_B,F,Mentre stiamo aspettando facciamo uno spuntino.,9781442370579_Italian_4_QZ_1276.mp3,6
1277,1277,IT,978-1-4423-6191-1,Italian 4,20,,,U20-08,08Q_C,N,I’m waiting for a long time.,9781442370579_Italian_4_QZ_1277.mp3,"7,17"
1278,1278,IT,978-1-4423-6191-1,Italian 4,20,,,U20-08,08R_C,M,Aspetto da molto tempo.,9781442370579_Italian_4_QZ_1278.mp3,"7,17"
1279,1279,IT,978-1-4423-6191-1,Italian 4,20,,,U20-08,08Q_D,N,They don’t want to stay there a long time.,9781442370579_Italian_4_QZ_1279.mp3,"17,18"
1280,1280,IT,978-1-4423-6191-1,Italian 4,20,,,U20-08,08R_D,F,Non vogliono restarci molto tempo.,9781442370579_Italian_4_QZ_1280.mp3,"17,18"
1281,1281,IT,978-1-4423-6191-1,Italian 4,21,,,U21-01,01Q_A,N,Do you know the plot?,9781442370579_Italian_4_QZ_1281.mp3,3
1282,1282,IT,978-1-4423-6191-1,Italian 4,21,,,U21-01,01R_A,M,Conosce la trama?,9781442370579_Italian_4_QZ_1282.mp3,3
1283,1283,IT,978-1-4423-6191-1,Italian 4,21,,,U21-01,01Q_B,N,Do you know the story?,9781442370579_Italian_4_QZ_1283.mp3,3
1284,1284,IT,978-1-4423-6191-1,Italian 4,21,,,U21-01,01R_B,F,Conosce la storia?,9781442370579_Italian_4_QZ_1284.mp3,3
1285,1285,IT,978-1-4423-6191-1,Italian 4,21,,,U21-01,01Q_C,N,Do you know the address?,9781442370579_Italian_4_QZ_1285.mp3,"4,16"
1286,1286,IT,978-1-4423-6191-1,Italian 4,21,,,U21-01,01R_C,M,Conosce l’indirizzo?,9781442370579_Italian_4_QZ_1286.mp3,"4,16"
1287,1287,IT,978-1-4423-6191-1,Italian 4,21,,,U21-01,01Q_D,N,Do you know where the theater is?,9781442370579_Italian_4_QZ_1287.mp3,"4,16"
1288,1288,IT,978-1-4423-6191-1,Italian 4,21,,,U21-01,01R_D,F,Sa dov’è il teatro?,9781442370579_Italian_4_QZ_1288.mp3,"4,16"
1289,1289,IT,978-1-4423-6191-1,Italian 4,21,,,U21-02,02Q_A,N,It’s a unique experience.,9781442370579_Italian_4_QZ_1289.mp3,1
1290,1290,IT,978-1-4423-6191-1,Italian 4,21,,,U21-02,02R_A,M,È un’esperienza unica.,9781442370579_Italian_4_QZ_1290.mp3,1
1291,1291,IT,978-1-4423-6191-1,Italian 4,21,,,U21-02,02Q_B,N,It was an interesting experience.,9781442370579_Italian_4_QZ_1291.mp3,"1,16"
1292,1292,IT,978-1-4423-6191-1,Italian 4,21,,,U21-02,02R_B,F,Era un’esperienza interessante.,9781442370579_Italian_4_QZ_1292.mp3,"1,16"
1293,1293,IT,978-1-4423-6191-1,Italian 4,21,,,U21-02,02Q_C,N,I think that it’s a unique experience.,9781442370579_Italian_4_QZ_1293.mp3,1
1294,1294,IT,978-1-4423-6191-1,Italian 4,21,,,U21-02,02R_C,M,Penso che sia un’esperienza unica.,9781442370579_Italian_4_QZ_1294.mp3,1
1295,1295,IT,978-1-4423-6191-1,Italian 4,21,,,U21-02,02Q_D,N,It will be a unique experience.,9781442370579_Italian_4_QZ_1295.mp3,1
1296,1296,IT,978-1-4423-6191-1,Italian 4,21,,,U21-02,02R_D,F,Sarà un’esperienza unica.,9781442370579_Italian_4_QZ_1296.mp3,1
1297,1297,IT,978-1-4423-6191-1,Italian 4,21,,,U21-03,03Q_A,N,The aquarium is the largest in Italy.,9781442370579_Italian_4_QZ_1297.mp3,12
1298,1298,IT,978-1-4423-6191-1,Italian 4,21,,,U21-03,03R_A,M,L’acquario è il più grande d’Italia.,9781442370579_Italian_4_QZ_1298.mp3,12
1299,1299,IT,978-1-4423-6191-1,Italian 4,21,,,U21-03,03Q_B,N,It’s the largest ship that I have ever seen.,9781442370579_Italian_4_QZ_1299.mp3,"12,18"
1300,1300,IT,978-1-4423-6191-1,Italian 4,21,,,U21-03,03R_B,F,È la nave più grande che abbia mai visto.,9781442370579_Italian_4_QZ_1300.mp3,"12,18"
1301,1301,IT,978-1-4423-6191-1,Italian 4,21,,,U21-03,03Q_C,N,Our oldest daughter is here in Italy.,9781442370579_Italian_4_QZ_1301.mp3,5
1302,1302,IT,978-1-4423-6191-1,Italian 4,21,,,U21-03,03R_C,M,La nostra figlia più grande è qui in Italia.,9781442370579_Italian_4_QZ_1302.mp3,5
1303,1303,IT,978-1-4423-6191-1,Italian 4,21,,,U21-03,03Q_D,N,"The aquarium is very large, even for Italy.",9781442370579_Italian_4_QZ_1303.mp3,"1,12,18"
1304,1304,IT,978-1-4423-6191-1,Italian 4,21,,,U21-03,03R_D,F,L’acquario è molto grande anche per l’italia.,9781442370579_Italian_4_QZ_1304.mp3,"1,12,18"
1305,1305,IT,978-1-4423-6191-1,Italian 4,21,,,U21-04,04Q_A,N,The actors have an extraordinary talent.,9781442370579_Italian_4_QZ_1305.mp3,20
1306,1306,IT,978-1-4423-6191-1,Italian 4,21,,,U21-04,04R_A,M,Gli attori hanno un talento straordinario.,9781442370579_Italian_4_QZ_1306.mp3,20
1307,1307,IT,978-1-4423-6191-1,Italian 4,21,,,U21-04,04Q_B,N,The singers have an extraordinary talent.,9781442370579_Italian_4_QZ_1307.mp3,20
1308,1308,IT,978-1-4423-6191-1,Italian 4,21,,,U21-04,04R_B,F,I cantanti hanno un talento straordinario.,9781442370579_Italian_4_QZ_1308.mp3,20
1309,1309,IT,978-1-4423-6191-1,Italian 4,21,,,U21-04,04Q_C,N,"For the actors, I would say that they have an extraordinary talent.",9781442370579_Italian_4_QZ_1309.mp3,20
1310,1310,IT,978-1-4423-6191-1,Italian 4,21,,,U21-04,04R_C,M,"Per gli attori, direi che hanno un talento straordinario.",9781442370579_Italian_4_QZ_1310.mp3,20
1311,1311,IT,978-1-4423-6191-1,Italian 4,21,,,U21-04,04Q_D,N,Many actors of extraordinary talent come to this theater.,9781442370579_Italian_4_QZ_1311.mp3,"1,9,12,20"
1312,1312,IT,978-1-4423-6191-1,Italian 4,21,,,U21-04,04R_D,F,Molti attori di talento straordinario vengono a questo teatro.,9781442370579_Italian_4_QZ_1312.mp3,"1,9,12,20"
1313,1313,IT,978-1-4423-6191-1,Italian 4,21,,,U21-05,05Q_A,N,I found two good seats at the theater.,9781442370579_Italian_4_QZ_1313.mp3,"1,12"
1314,1314,IT,978-1-4423-6191-1,Italian 4,21,,,U21-05,05R_A,M,Ho trovato due buoni posti al teatro.,9781442370579_Italian_4_QZ_1314.mp3,"1,12"
1315,1315,IT,978-1-4423-6191-1,Italian 4,21,,,U21-05,05Q_B,N,"I have good seats, but the tickets cost a fortune.",9781442370579_Italian_4_QZ_1315.mp3,"1,11,14"
1316,1316,IT,978-1-4423-6191-1,Italian 4,21,,,U21-05,05R_B,F,"Ho buoni posti, ma i biglietti costano una fortuna.",9781442370579_Italian_4_QZ_1316.mp3,"1,11,14"
1317,1317,IT,978-1-4423-6191-1,Italian 4,21,,,U21-05,05Q_C,N,I found two good seats and we’re going to see an opera.,9781442370579_Italian_4_QZ_1317.mp3,"1,12,17"
1318,1318,IT,978-1-4423-6191-1,Italian 4,21,,,U21-05,05R_C,M,Ho trovato due buoni posti e andiamo a vedere un’opera.,9781442370579_Italian_4_QZ_1318.mp3,"1,12,17"
1319,1319,IT,978-1-4423-6191-1,Italian 4,21,,,U21-05,05Q_D,N,You have good seats at the theater.,9781442370579_Italian_4_QZ_1319.mp3,1
1320,1320,IT,978-1-4423-6191-1,Italian 4,21,,,U21-05,05R_D,F,Ha dei buoni posti al teatro.,9781442370579_Italian_4_QZ_1320.mp3,1
1321,1321,IT,978-1-4423-6191-1,Italian 4,21,,,U21-06,06Q_A,N,The director has an extraordinary talent.,9781442370579_Italian_4_QZ_1321.mp3,20
1322,1322,IT,978-1-4423-6191-1,Italian 4,21,,,U21-06,06R_A,M,Il regista ha un talento straordinario.,9781442370579_Italian_4_QZ_1322.mp3,20
1323,1323,IT,978-1-4423-6191-1,Italian 4,21,,,U21-06,06Q_B,N,The director is extraordinary.,9781442370579_Italian_4_QZ_1323.mp3,20
1324,1324,IT,978-1-4423-6191-1,Italian 4,21,,,U21-06,06R_B,F,Il regista è straordinario.,9781442370579_Italian_4_QZ_1324.mp3,20
1325,1325,IT,978-1-4423-6191-1,Italian 4,21,,,U21-06,06Q_C,N,The director of the opera is well-known.,9781442370579_Italian_4_QZ_1325.mp3,20
1326,1326,IT,978-1-4423-6191-1,Italian 4,21,,,U21-06,06R_C,M,Il regista dell’opera è molto conosciuto.,9781442370579_Italian_4_QZ_1326.mp3,20
1327,1327,IT,978-1-4423-6191-1,Italian 4,21,,,U21-06,06Q_D,N,The owner is a famous director.,9781442370579_Italian_4_QZ_1327.mp3,"6,20"
1328,1328,IT,978-1-4423-6191-1,Italian 4,21,,,U21-06,06R_D,F,Il proprietario è un regista famoso.,9781442370579_Italian_4_QZ_1328.mp3,"6,20"
1329,1329,IT,978-1-4423-6191-1,Italian 4,21,,,U21-07,07Q_A,N,The tickets cost a lot but it’s worth it.,9781442370579_Italian_4_QZ_1329.mp3,"1,11,12,14"
1330,1330,IT,978-1-4423-6191-1,Italian 4,21,,,U21-07,07R_A,M,"I biglietti costano molto, ma ne vale la pena.",9781442370579_Italian_4_QZ_1330.mp3,"1,11,12,14"
1331,1331,IT,978-1-4423-6191-1,Italian 4,21,,,U21-07,07Q_B,N,"The tickets cost an arm and a leg, but it’s worth it.",9781442370579_Italian_4_QZ_1331.mp3,"1,11,14"
1332,1332,IT,978-1-4423-6191-1,Italian 4,21,,,U21-07,07R_B,F,"I biglietti costano un occhio della testa, ma ne vale la pena.",9781442370579_Italian_4_QZ_1332.mp3,"1,11,14"
1333,1333,IT,978-1-4423-6191-1,Italian 4,21,,,U21-07,07Q_C,N,"The seats cost a lot, but in my opinion, it’s worth it.",9781442370579_Italian_4_QZ_1333.mp3,"11,12,14"
1334,1334,IT,978-1-4423-6191-1,Italian 4,21,,,U21-07,07R_C,M,"I posti costano molto, ma secondo me, ne vale la pena.",9781442370579_Italian_4_QZ_1334.mp3,"11,12,14"
1335,1335,IT,978-1-4423-6191-1,Italian 4,21,,,U21-07,07Q_D,N,"The tickets cost a fortune, but it’s truly worth it.",9781442370579_Italian_4_QZ_1335.mp3,"1,11,14"
1336,1336,IT,978-1-4423-6191-1,Italian 4,21,,,U21-07,07R_D,F,"I biglietti costano una fortuna, ma ne vale veramente la pena.",9781442370579_Italian_4_QZ_1336.mp3,"1,11,14"
1337,1337,IT,978-1-4423-6191-1,Italian 4,21,,,U21-08,08Q_A,N,I wanted to take a cruise and go to Sicily.,9781442370579_Italian_4_QZ_1337.mp3,18
1338,1338,IT,978-1-4423-6191-1,Italian 4,21,,,U21-08,08R_A,M,Volevo fare una crociera e andare in Sicilia.,9781442370579_Italian_4_QZ_1338.mp3,18
1339,1339,IT,978-1-4423-6191-1,Italian 4,21,,,U21-08,08Q_B,N,I’d like to take a cruise to Sicily for a vacation.,9781442370579_Italian_4_QZ_1339.mp3,18
1340,1340,IT,978-1-4423-6191-1,Italian 4,21,,,U21-08,08R_B,F,Vorrei fare una crociera in Sicilia per una vacanza.,9781442370579_Italian_4_QZ_1340.mp3,18
1341,1341,IT,978-1-4423-6191-1,Italian 4,21,,,U21-08,08Q_C,N,"The next time, I would like to take a cruise to go to Sicily.",9781442370579_Italian_4_QZ_1341.mp3,"1,17,18"
1342,1342,IT,978-1-4423-6191-1,Italian 4,21,,,U21-08,08R_C,M,"La prossima volta, vorrei fare una crociera per andare in Sicilia.",9781442370579_Italian_4_QZ_1342.mp3,"1,17,18"
1343,1343,IT,978-1-4423-6191-1,Italian 4,21,,,U21-08,08Q_D,N,I wanted to come to Sicily for a cruise.,9781442370579_Italian_4_QZ_1343.mp3,"1,18"
1344,1344,IT,978-1-4423-6191-1,Italian 4,21,,,U21-08,08R_D,F,Volevo venire in Sicilia per una crociera.,9781442370579_Italian_4_QZ_1344.mp3,"1,18"
1345,1345,IT,978-1-4423-6191-1,Italian 4,22,,,U22-01,01Q_A,N,A single-family house by the beach is a good investment.,9781442370579_Italian_4_QZ_1345.mp3,"4,11,12,14"
1346,1346,IT,978-1-4423-6191-1,Italian 4,22,,,U22-01,01R_A,M,Una villetta vicino alla spiaggia è un buon investimento.,9781442370579_Italian_4_QZ_1346.mp3,"4,11,12,14"
1347,1347,IT,978-1-4423-6191-1,Italian 4,22,,,U22-01,01Q_B,N,We’d like to rent a single-family house by the beach.,9781442370579_Italian_4_QZ_1347.mp3,"4,5,12,14"
1348,1348,IT,978-1-4423-6191-1,Italian 4,22,,,U22-01,01R_B,F,Vorremmo affittare una villetta alla spiaggia.,9781442370579_Italian_4_QZ_1348.mp3,"4,5,12,14"
1349,1349,IT,978-1-4423-6191-1,Italian 4,22,,,U22-01,01Q_C,N,"When it’s by the beach, a single-family house is a good investment.",9781442370579_Italian_4_QZ_1349.mp3,"4,11,12,14"
1350,1350,IT,978-1-4423-6191-1,Italian 4,22,,,U22-01,01R_C,M,"Quando è vicino alla spiaggia, una villetta è un buon investimento.",9781442370579_Italian_4_QZ_1350.mp3,"4,11,12,14"
1351,1351,IT,978-1-4423-6191-1,Italian 4,22,,,U22-01,01Q_D,N,He bought a single-family house by the beach for an investment.,9781442370579_Italian_4_QZ_1351.mp3,"4,5,11,12,14"
1352,1352,IT,978-1-4423-6191-1,Italian 4,22,,,U22-01,01R_D,F,Ha comprato una villetta vicino alla spiaggia per fare un investimento.,9781442370579_Italian_4_QZ_1352.mp3,"4,5,11,12,14"
